"muniYear","agua","dren","elec"
"26016_2008",1742,1,1906.66666666667
"26016_2009",1736,1,1906.66666666667
"26016_2010",1783,1,1906.66666666667
"26016_2011",1785,1,1895
"26016_2012",1784.33333333333,1,1930
"26016_2013",1840.5,1,1904
"26016_2014",3466.16666666667,1,1948
"26016_2015",1896,1,1952
"26017_1994",6662,1,1950.66666666667
"26017_1995",11428,1,1950.66666666667
"26017_1996",11428,1,1950.66666666667
"26017_1997",13412,1,1950.66666666667
"26017_1998",13748,1,1950.66666666667
"26017_1999",13938.75,2,1950.66666666667
"26017_2000",14684.25,2,1950.66666666667
"26017_2001",14847,2,1950.66666666667
"26017_2002",15295,2,16577.5
"26017_2003",15754,2,31630.6666666667
"26017_2004",31450,1,31630.6666666667
"26017_2005",19221,1.33333333333333,31630.6666666667
"26017_2006",22101.25,1,31630.6666666667
"26017_2007",18836.75,1.33333333333333,31630.6666666667
"26017_2008",18513,1,31630.6666666667
"26017_2009",19100,2,31630.6666666667
"26017_2010",19711,2,31630.6666666667
"26017_2011",19534,2,31203
"26017_2012",19593,2,32486
"26017_2013",20527.5,3,33200
"26017_2014",30989.3333333333,3,33779
"26017_2015",21521,3,34724
"26018_1994",50919.5,8.5,34409
"26018_1995",80318,14,34409
"26018_1996",80318,14,34409
"26018_1997",80318,12,34409
"26018_1998",80318,12,34409
"26018_1999",81013,24,34409
"26018_2000",83026.5,24,34409
"26018_2001",83098,24,34409
"26018_2002",85592,24,92617.5
"26018_2003",88159,24,150351
"26018_2004",101059,19,150351
"26018_2005",134742,20.6666666666667,150351
"26018_2006",121848,34,150351
"26018_2007",117830.5,46,150351
"26018_2008",116849,49,150351
"26018_2009",102882,40,150351
"26018_2010",105488,40,150351
"26018_2011",124950,40,150511
"26018_2012",118462.666666667,28,150031
"26018_2013",128294.5,28,151129
"26018_2014",109605.666666667,28,152396
"26018_2015",131639,28,157034
"26019_1994",68883.5,17,155488
"26019_1995",6128,6,155488
"26019_1996",6128,6,155488
"26019_1997",6128,6,155488
"26019_1998",6128,6,155488
"26019_1999",6221.25,6,155488
"26019_2000",7275.75,6,155488
"26019_2001",6501,6,155488
"26019_2002",9973,6,84567
"26019_2003",10273,6,12240.3333333333
"26019_2004",20686,1,12240.3333333333
"26019_2005",10453,2.66666666666667,12240.3333333333
"26019_2006",12999.25,6.5,12240.3333333333
"26019_2007",10041.75,12,12240.3333333333
"26019_2008",10405,12,12240.3333333333
"26019_2009",8904,12,12240.3333333333
"26019_2010",10279,12,12240.3333333333
"26019_2011",10471,12,12100
"26019_2012",10407,12,12521
"26019_2013",11040,12,13064
"26019_2014",9662.16666666667,12,13752
"26019_2015",11609,12,14297
"26020_1994",6337.5,6.5,14115.3333333333
"26020_1995",1066,1,14115.3333333333
"26020_1996",1066,1,14115.3333333333
"26020_1997",1066,1,14115.3333333333
"26020_1998",1066,1,14115.3333333333
"26020_1999",1082.25,2,14115.3333333333
"26020_2000",1137.25,2,14115.3333333333
"26020_2001",1131,2,14115.3333333333
"26020_2002",1221,2,8014
"26020_2003",1257,2,1736.33333333333
"26020_2004",2200,1,1736.33333333333
"26020_2005",1410,1.33333333333333,1736.33333333333
"26020_2006",1553,1.5,1736.33333333333
"26020_2007",1247.75,2,1736.33333333333
"26020_2008",1192,2,1736.33333333333
"26020_2009",1197,2,1736.33333333333
"26020_2010",1251,2,1736.33333333333
"26020_2011",1224,2,1731
"26020_2012",1233,2,1747
"26020_2013",1297.5,2,1777
"26020_2014",1211,2,1815
"26020_2015",1371,2,1817
"26021_1994",964.5,1,1816.33333333333
"26021_1995",558,0,1816.33333333333
"26021_1996",558,0,1816.33333333333
"26021_1997",558,0,1816.33333333333
"26021_1998",558,0,1816.33333333333
"26021_1999",566.5,5,1816.33333333333
"26021_2000",588.25,5,1816.33333333333
"26021_2001",592,5,1816.33333333333
"26021_2002",611,6,1383.5
"26021_2003",629,6,961.333333333333
"26021_2004",304,3,961.333333333333
"26021_2005",175,4,961.333333333333
"26021_2006",203.5,4,961.333333333333
"26021_2007",163.75,5.33333333333333,961.333333333333
"26021_2008",160,5,961.333333333333
"26021_2009",160,6,961.333333333333
"26021_2010",178,6,961.333333333333
"26021_2011",180,6,950
"26021_2012",179.333333333333,5,984
"26021_2013",193.5,5,1005
"26021_2014",196.5,5,1027
"26021_2015",207,5,1074
"26022_1994",189,3,1058.33333333333
"26022_1995",171,1,1058.33333333333
"26022_1996",171,1,1058.33333333333
"26022_1997",171,1,1058.33333333333
"26022_1998",171,1,1058.33333333333
"26022_1999",173.5,1,1058.33333333333
"26022_2000",180,1,1058.33333333333
"26022_2001",181,1,1058.33333333333
"26022_2002",187,1,743
"26022_2003",193,1,420
"26022_2004",402,1,420
"26022_2005",210,1,420
"26022_2006",269,1,420
"26022_2007",242.5,1,420
"26022_2008",254,1,420
"26022_2009",252,1,420
"26022_2010",259,1,420
"26022_2011",258,1,412
"26022_2012",258.333333333333,1,436
"26022_2013",258.5,1,449
"26022_2014",507.5,1,462
"26022_2015",259,1,484
"26023_1994",1005,1.5,476.666666666667
"26023_1995",1751,2,476.666666666667
"26023_1996",1751,2,476.666666666667
"26023_1997",1751,3,476.666666666667
"26023_1998",1751,3,476.666666666667
"26023_1999",1777.5,8,476.666666666667
"26023_2000",1845,8,476.666666666667
"26023_2001",1857,8,476.666666666667
"26023_2002",1915,8,1632
"26023_2003",1972,8,2805.66666666667
"26023_2004",2024,4,2805.66666666667
"26023_2005",2321,5.33333333333333,2805.66666666667
"26023_2006",1943.5,4,2805.66666666667
"26023_2007",1414.75,4,2805.66666666667
"26023_2008",1108,4,2805.66666666667
"26023_2009",1122,4,2805.66666666667
"26023_2010",1154,4,2805.66666666667
"26023_2011",1167,4,2780
"26023_2012",1162.66666666667,4,2857
"26023_2013",2059.5,4,2949
"26023_2014",2196.16666666667,4,2986
"26023_2015",2952,6,3021
"26024_1994",1577,3,3009.33333333333
"26024_1995",202,0,3009.33333333333
"26024_1996",202,0,3009.33333333333
"26024_1997",202,1,3009.33333333333
"26024_1998",202,1,3009.33333333333
"26024_1999",205,1,3009.33333333333
"26024_2000",212.75,1,3009.33333333333
"26024_2001",214,1,3009.33333333333
"26024_2002",221,1,1669
"26024_2003",228,1,321
"26024_2004",424,1,321
"26024_2005",252,1,321
"26024_2006",299,1,321
"26024_2007",262.5,1,321
"26024_2008",268,1,321
"26024_2009",262,1,321
"26024_2010",268,1,321
"26024_2011",268,1,317
"26024_2012",268,1,329
"26024_2013",238,1,333
"26024_2014",1767.33333333333,1,331
"26024_2015",208,1,351
"26025_1994",4856,1,344.333333333333
"26025_1995",9504,1,344.333333333333
"26025_1996",9621,1,344.333333333333
"26025_1997",9948,1,344.333333333333
"26025_1998",10286,1,344.333333333333
"26025_1999",10358.25,11,344.333333333333
"26025_2000",10928.5,11,344.333333333333
"26025_2001",10913,11,344.333333333333
"26025_2002",11602,11,9031
"26025_2003",11951,11,17802.3333333333
"26025_2004",24052,1,17802.3333333333
"26025_2005",14704,4.33333333333333,17802.3333333333
"26025_2006",16511.5,1.5,17802.3333333333
"26025_2007",12924.75,2,17802.3333333333
"26025_2008",12586,2,17802.3333333333
"26025_2009",11823,2,17802.3333333333
"26025_2010",12178,2,17802.3333333333
"26025_2011",15354,2,17711
"26025_2012",14295.3333333333,2,17985
"26025_2013",15679.5,2,18046
"26025_2014",15260.1666666667,2,17650
"26025_2015",16005,2,17510
"26026_1994",14096,3,17556.6666666667
"26026_1995",12187,4,17556.6666666667
"26026_1996",14476,6,17556.6666666667
"26026_1997",8774,5,17556.6666666667
"26026_1998",8774,5,17556.6666666667
"26026_1999",8907.5,18,17556.6666666667
"26026_2000",9644.5,18,17556.6666666667
"26026_2001",9308,18,17556.6666666667
"26026_2002",11188,18,16319
"26026_2003",11524,18,15172.6666666667
"26026_2004",9144,6,15172.6666666667
"26026_2005",9250,10,15172.6666666667
"26026_2006",7607.5,8.5,15172.6666666667
"26026_2007",4377,12,15172.6666666667
"26026_2008",2786,11,15172.6666666667
"26026_2009",2686,14,15172.6666666667
"26026_2010",2686,14,15172.6666666667
"26026_2011",2479,14,15128
"26026_2012",2548,14,15262
"26026_2013",2562.5,15,15073
"26026_2014",2392,15,15171
"26026_2015",2646,15,15629
"26027_1994",1967.5,8.5,15476.3333333333
"26027_1995",1289,2,15476.3333333333
"26027_1996",1289,2,15476.3333333333
"26027_1997",1289,2,15476.3333333333
"26027_1998",1096,2,15476.3333333333
"26027_1999",1161,4,15476.3333333333
"26027_2000",1188.75,4,15476.3333333333
"26027_2001",1163,4,15476.3333333333
"26027_2002",1333,4,9246
"26027_2003",1385,4,2913.33333333333
"26027_2004",2654,5,2913.33333333333
"26027_2005",1430,4.66666666666667,2913.33333333333
"26027_2006",1463.75,4,2913.33333333333
"26027_2007",853.5,3.33333333333333,2913.33333333333
"26027_2008",341,3,2913.33333333333
"26027_2009",1302,4,2913.33333333333
"26027_2010",1276,4,2913.33333333333
"26027_2011",1332,4,2863
"26027_2012",1313.33333333333,4,3014
"26027_2013",1608.5,4,3129
"26027_2014",1529.16666666667,4,3153
"26027_2015",1885,5,3199
"26028_1994",1094,3,3183.66666666667
"26028_1995",303,1,3183.66666666667
"26028_1996",303,1,3183.66666666667
"26028_1997",303,1,3183.66666666667
"26028_1998",303,1,3183.66666666667
"26028_1999",307.5,1,3183.66666666667
"26028_2000",319,1,3183.66666666667
"26028_2001",321,1,3183.66666666667
"26028_2002",331,1,1877
"26028_2003",341,1,564
"26028_2004",986,1,564
"26028_2005",480,1,564
"26028_2006",612,1,564
"26028_2007",490,1,564
"26028_2008",502,1,564
"26028_2009",476,1,564
"26028_2010",476,1,564
"26028_2011",487,1,555
"26028_2012",483.333333333333,1,582
"26028_2013",607.5,1,581
"26028_2014",5512.16666666667,1,597
"26028_2015",728,1,607
"26029_1994",15201,1.5,603.666666666667
"26029_1995",29674,2,603.666666666667
"26029_1996",29674,3,603.666666666667
"26029_1997",27367,2,603.666666666667
"26029_1998",26176,2,603.666666666667
"26029_1999",26488.75,11,603.666666666667
"26029_2000",27087.5,11,603.666666666667
"26029_2001",26236,11,603.666666666667
"26029_2002",29702,11,28179.5
"26029_2003",30593,11,56216.6666666667
"26029_2004",59116,2,56216.6666666667
"26029_2005",31744,5,56216.6666666667
"26029_2006",39580,2,56216.6666666667
"26029_2007",32763.25,2,56216.6666666667
"26029_2008",35716,2,56216.6666666667
"26029_2009",27877,2,56216.6666666667
"26029_2010",28713,2,56216.6666666667
"26029_2011",38413,2,55752
"26029_2012",35179.6666666667,2,57146
"26029_2013",39790.5,2,57737
"26029_2014",55673.8333333333,2,56827
"26029_2015",41168,2,57528
"26030_1994",86063,3,57294.3333333333
"26030_1995",130958,4,57294.3333333333
"26030_1996",132678,4,57294.3333333333
"26030_1997",142937,3,57294.3333333333
"26030_1998",148510,3,57294.3333333333
"26030_1999",149378,14,57294.3333333333
"26030_2000",163090.25,14,57294.3333333333
"26030_2001",157555,14,57294.3333333333
"26030_2002",188741,14,170194.5
"26030_2003",194403,14,282202.666666667
"26030_2004",374946,3,282202.666666667
"26030_2005",210550,6.66666666666667,282202.666666667
"26030_2006",255514.25,3.5,282202.666666667
"26030_2007",224048.75,3,282202.666666667
"26030_2008",226011,4,282202.666666667
"26030_2009",233623,1,282202.666666667
"26030_2010",242429,2,282202.666666667
"26030_2011",249987,2,282861
"26030_2012",247467.666666667,2,280886
"26030_2013",259919.5,2,286910
"26030_2014",221619.5,2,292765
"26030_2015",269852,2,302336
"26031_1994",135087,1.5,299145.666666667
"26031_1995",322,1,299145.666666667
"26031_1996",322,1,299145.666666667
"26031_1997",322,1,299145.666666667
"26031_1998",322,1,299145.666666667
"26031_1999",327,2,299145.666666667
"26031_2000",339.75,2,299145.666666667
"26031_2001",342,2,299145.666666667
"26031_2002",353,2,151444.5
"26031_2003",366,2,557
"26031_2004",500,1,557
"26031_2005",349,1.33333333333333,557
"26031_2006",374.25,1,557
"26031_2007",312,1,557
"26031_2008",299,1,557
"26031_2009",301,1,557
"26031_2010",303,1,557
"26031_2011",308,1,553
"26031_2012",306.333333333333,1,565
"26031_2013",327,1,571
"26031_2014",334.666666666667,1,572
"26031_2015",346,1,585
"26032_1994",331,1,580.666666666667
"26032_1995",316,1,580.666666666667
"26032_1996",316,1,580.666666666667
"26032_1997",316,1,580.666666666667
"26032_1998",316,1,580.666666666667
"26032_1999",320.75,1,580.666666666667
"26032_2000",332.75,1,580.666666666667
"26032_2001",335,1,580.666666666667
"26032_2002",345,1,559
"26032_2003",409,1,535
"26032_2004",932,1,535
"26032_2005",477,1,535
"26032_2006",587.5,1,535
"26032_2007",467,1.33333333333333,535
"26032_2008",464,1,535
"26032_2009",463,2,535
"26032_2010",463,2,535
"26032_2011",474,2,533
"26032_2012",470.333333333333,2,539
"26032_2013",385,2,540
"26032_2014",3159.5,2,559
"26032_2015",296,2,569
"26033_1994",8797.5,3,565.666666666667
"26033_1995",17299,4,565.666666666667
"26033_1996",17299,4,565.666666666667
"26033_1997",17299,3,565.666666666667
"26033_1998",17299,3,565.666666666667
"26033_1999",17562.5,12,565.666666666667
"26033_2000",18178.25,12,565.666666666667
"26033_2001",18353,12,565.666666666667
"26033_2002",18708,12,12310
"26033_2003",19269,12,24163.3333333333
"26033_2004",17620,3,24163.3333333333
"26033_2005",14967,6,24163.3333333333
"26033_2006",14265.25,2.5,24163.3333333333
"26033_2007",10907.25,2.33333333333333,24163.3333333333
"26033_2008",9507,2,24163.3333333333
"26033_2009",9648,3,24163.3333333333
"26033_2010",9808,3,24163.3333333333
"26033_2011",9867,3,24051
"26033_2012",9847.33333333333,2,24388
"26033_2013",10080.5,2,24049
"26033_2014",8569,2,23949
"26033_2015",10294,2,24298
"26034_1994",5332.5,1,24181.6666666667
"26034_1995",371,0,24181.6666666667
"26034_1996",371,0,24181.6666666667
"26034_1997",371,0,24181.6666666667
"26034_1998",371,0,24181.6666666667
"26034_1999",376.5,3,24181.6666666667
"26034_2000",390.5,3,24181.6666666667
"26034_2001",393,3,24181.6666666667
"26034_2002",405,3,12438.5
"26034_2003",432,3,579.333333333333
"26034_2004",680,3,579.333333333333
"26034_2005",533,3,579.333333333333
"26034_2006",528,3,579.333333333333
"26034_2007",442,3,579.333333333333
"26034_2008",366,3,579.333333333333
"26034_2009",503,3,579.333333333333
"26034_2010",503,3,579.333333333333
"26034_2011",514,3,579
"26034_2012",510.333333333333,3,580
"26034_2013",490.5,3,590
"26034_2014",732.333333333333,3,604
"26034_2015",467,2,613
"26035_1994",1239.5,1.5,610
"26035_1995",2012,1,610
"26035_1996",2012,1,610
"26035_1997",2012,3,610
"26035_1998",3032,3,610
"26035_1999",2823.25,7,610
"26035_2000",3195,7,610
"26035_2001",3217,7,610
"26035_2002",3314,7,2510.5
"26035_2003",3434,7,4426.66666666667
"26035_2004",4888,1,4426.66666666667
"26035_2005",5640,3,4426.66666666667
"26035_2006",5095.5,2.5,4426.66666666667
"26035_2007",4247.5,5,4426.66666666667
"26035_2008",4214,4,4426.66666666667
"26035_2009",2922,7,4426.66666666667
"26035_2010",2958,7,4426.66666666667
"26035_2011",2990,7,4408
"26035_2012",2979.33333333333,7,4464
"26035_2013",2800.5,7,4543
"26035_2014",3323.5,7,4611
"26035_2015",2611,7,4752
"26036_1994",4559,4,4705
"26036_1995",6507,1,4705
"26036_1996",6507,1,4705
"26036_1997",6594,1,4705
"26036_1998",7116,1,4705
"26036_1999",7112.25,5,4705
"26036_2000",7572.25,5,4705
"26036_2001",7623,5,4705
"26036_2002",7927,5,7814
"26036_2003",8206,5,10938.6666666667
"26036_2004",15264,3,10938.6666666667
"26036_2005",7999,3.66666666666667,10938.6666666667
"26036_2006",9690.75,5.5,10938.6666666667
"26036_2007",7677.5,8,10938.6666666667
"26036_2008",7501,8,10938.6666666667
"26036_2009",7709,8,10938.6666666667
"26036_2010",7785,8,10938.6666666667
"26036_2011",7883,8,10876
"26036_2012",7850.33333333333,8,11064
"26036_2013",8588.5,8,11366
"26036_2014",7573.66666666667,8,11658
"26036_2015",9294,8,12206
"26037_1994",4838.5,4,12023.3333333333
"26037_1995",383,0,12023.3333333333
"26037_1996",383,0,12023.3333333333
"26037_1997",383,1,12023.3333333333
"26037_1998",383,1,12023.3333333333
"26037_1999",388.75,1,12023.3333333333
"26037_2000",403.5,1,12023.3333333333
"26037_2001",406,1,12023.3333333333
"26037_2002",419,1,6409
"26037_2003",452,1,615.666666666667
"26037_2004",1000,1,615.666666666667
"26037_2005",500,1,615.666666666667
"26037_2006",607.75,1,615.666666666667
"26037_2007",452.5,1,615.666666666667
"26037_2008",431,1,615.666666666667
"26037_2009",448,1,615.666666666667
"26037_2010",448,1,615.666666666667
"26037_2011",458,1,612
"26037_2012",454.666666666667,1,623
"26037_2013",403.5,1,631
"26037_2014",479,1,629
"26037_2015",349,1,633
"26038_1994",684.5,1,631.666666666667
"26038_1995",1020,1,631.666666666667
"26038_1996",1020,1,631.666666666667
"26038_1997",1020,1,631.666666666667
"26038_1998",1020,1,631.666666666667
"26038_1999",1035.75,2,631.666666666667
"26038_2000",1075.5,2,631.666666666667
"26038_2001",1083,2,631.666666666667
"26038_2002",1116,2,1436
"26038_2003",1216,2,2259
"26038_2004",2810,1,2259
"26038_2005",1613,1.33333333333333,2259
"26038_2006",1921.5,1.5,2259
"26038_2007",1651,2,2259
"26038_2008",1650,2,2259
"26038_2009",1691,2,2259
"26038_2010",1721,2,2259
"26038_2011",1729,2,2239
"26038_2012",1726.33333333333,3,2299
"26038_2013",1795.5,3,2372
"26038_2014",1766.5,3,2403
"26038_2015",1862,3,2449
"26039_1994",1642,2,2433.66666666667
"26039_1995",1422,1,2433.66666666667
"26039_1996",1422,1,2433.66666666667
"26039_1997",1422,1,2433.66666666667
"26039_1998",1523,1,2433.66666666667
"26039_1999",1555.75,3,2433.66666666667
"26039_2000",1710.25,3,2433.66666666667
"26039_2001",1755,3,2433.66666666667
"26039_2002",1808,3,2330.5
"26039_2003",1862,3,2217.33333333333
"26039_2004",3670,1,2217.33333333333
"26039_2005",1800,1.66666666666667,2217.33333333333
"26039_2006",2314,1,2217.33333333333
"26039_2007",1916,1,2217.33333333333
"26039_2008",1986,1,2217.33333333333
"26039_2009",1892,1,2217.33333333333
"26039_2010",1892,1,2217.33333333333
"26039_2011",1935,1,2212
"26039_2012",1920.66666666667,1,2228
"26039_2013",1954,1,2231
"26039_2014",1723,1,2252
"26039_2015",1973,1,2359
"26040_1994",1242,1,2323.33333333333
"26040_1995",511,1,2323.33333333333
"26040_1996",511,1,2323.33333333333
"26040_1997",511,2,2323.33333333333
"26040_1998",511,2,2323.33333333333
"26040_1999",518.75,5,2323.33333333333
"26040_2000",538.5,5,2323.33333333333
"26040_2001",542,5,2323.33333333333
"26040_2002",559,5,1447
"26040_2003",599,5,538.666666666667
"26040_2004",660,3,538.666666666667
"26040_2005",477,3.66666666666667,538.666666666667
"26040_2006",504.75,2,538.666666666667
"26040_2007",423,1,538.666666666667
"26040_2008",405,1,538.666666666667
"26040_2009",405,1,538.666666666667
"26040_2010",422,1,538.666666666667
"26040_2011",414,1,535
"26040_2012",416.666666666667,1,546
"26040_2013",400,1,554
"26040_2014",714.166666666667,1,553
"26040_2015",386,1,562
"26041_1994",1356.5,1,559
"26041_1995",2327,1,559
"26041_1996",2533,1,559
"26041_1997",2568,1,559
"26041_1998",2654,1,559
"26041_1999",2739.25,6,559
"26041_2000",2955.25,6,559
"26041_2001",3081,6,559
"26041_2002",3005,6,2665.5
"26041_2003",3095,6,4831.33333333333
"26041_2004",5890,7,4831.33333333333
"26041_2005",2732,6.66666666666667,4831.33333333333
"26041_2006",3618,7,4831.33333333333
"26041_2007",3048.25,7,4831.33333333333
"26041_2008",3118,7,4831.33333333333
"26041_2009",3225,7,4831.33333333333
"26041_2010",3451,7,4831.33333333333
"26041_2011",3377,7,4769
"26041_2012",3401.66666666667,7,4956
"26041_2013",3587.5,7,5115
"26041_2014",8033.66666666667,7,5234
"26041_2015",3798,7,5308
"26042_1994",16715.5,4.5,5283.33333333333
"26042_1995",29633,2,5283.33333333333
"26042_1996",29633,2,5283.33333333333
"26042_1997",29633,1,5283.33333333333
"26042_1998",29633,1,5283.33333333333
"26042_1999",30160.25,9,5283.33333333333
"26042_2000",30258.25,9,5283.33333333333
"26042_2001",31742,9,5283.33333333333
"26042_2002",27916,9,27940
"26042_2003",28753,9,50962.3333333333
"26042_2004",58732,1,50962.3333333333
"26042_2005",40831,3.66666666666667,50962.3333333333
"26042_2006",43678.5,2,50962.3333333333
"26042_2007",35468,3,50962.3333333333
"26042_2008",34320,3,50962.3333333333
"26042_2009",32401,3,50962.3333333333
"26042_2010",35600,3,50962.3333333333
"26042_2011",33137,3,50572
"26042_2012",33958,2,51743
"26042_2013",36428,2,52037
"26042_2014",35927.8333333333,2,52205
"26042_2015",39719,2,52958
"26043_1994",31636.5,1.5,52707
"26043_1995",23554,1,52707
"26043_1996",23652,1,52707
"26043_1997",26862,1,52707
"26043_1998",25695,1,52707
"26043_1999",26503.25,2,52707
"26043_2000",27251,2,52707
"26043_2001",27761,2,52707
"26043_2002",27787,2,64441.5
"26043_2003",28620,2,76490
"26043_2004",56392,1,76490
"26043_2005",30572,1.33333333333333,76490
"26043_2006",40221.75,1,76490
"26043_2007",40792.25,1,76490
"26043_2008",43351,1,76490
"26043_2009",45895,1,76490
"26043_2010",48412,1,76490
"26043_2011",46937,1,75925
"26043_2012",47428.6666666667,1,77620
"26043_2013",52787,1,79800
"26043_2014",46930.8333333333,1,82064
"26043_2015",58637,1,83744
"26044_1994",29368.5,0.5,83184
"26044_1995",100,0,83184
"26044_1996",100,0,83184
"26044_1997",100,0,83184
"26044_1998",100,0,83184
"26044_1999",101.5,1,83184
"26044_2000",105.5,1,83184
"26044_2001",106,1,83184
"26044_2002",110,1,41983
"26044_2003",113,1,223.666666666667
"26044_2004",228,1,223.666666666667
"26044_2005",114,1,223.666666666667
"26044_2006",146.25,1,223.666666666667
"26044_2007",122.25,1,223.666666666667
"26044_2008",129,1,223.666666666667
"26044_2009",117,1,223.666666666667
"26044_2010",117,1,223.666666666667
"26044_2011",120,1,222
"26044_2012",119,1,227
"26044_2013",111,1,232
"26044_2014",197.833333333333,1,241
"26044_2015",102,1,246
"26045_1994",380.5,0.5,244.333333333333
"26045_1995",659,0,244.333333333333
"26045_1996",659,0,244.333333333333
"26045_1997",659,0,244.333333333333
"26045_1998",659,0,244.333333333333
"26045_1999",669,3,244.333333333333
"26045_2000",695,3,244.333333333333
"26045_2001",699,3,244.333333333333
"26045_2002",723,3,616
"26045_2003",745,3,984.333333333333
"26045_2004",400,3,984.333333333333
"26045_2005",742,3,984.333333333333
"26045_2006",583,3,984.333333333333
"26045_2007",521.5,3.33333333333333,984.333333333333
"26045_2008",448,3,984.333333333333
"26045_2009",448,4,984.333333333333
"26045_2010",449,4,984.333333333333
"26045_2011",458,4,986
"26045_2012",455,4,981
"26045_2013",470,4,978
"26045_2014",419.666666666667,4,998
"26045_2015",482,4,1009
"26046_1994",307,2.5,1005.33333333333
"26046_1995",132,1,1005.33333333333
"26046_1996",132,1,1005.33333333333
"26046_1997",132,1,1005.33333333333
"26046_1998",132,1,1005.33333333333
"26046_1999",134,1,1005.33333333333
"26046_2000",139.25,1,1005.33333333333
"26046_2001",140,1,1005.33333333333
"26046_2002",145,1,617
"26046_2003",149,1,225.333333333333
"26046_2004",150,1,225.333333333333
"26046_2005",150,1,225.333333333333
"26046_2006",160.5,1,225.333333333333
"26046_2007",229.5,1,225.333333333333
"26046_2008",192,1,225.333333333333
"26046_2009",384,1,225.333333333333
"26046_2010",384,1,225.333333333333
"26046_2011",392,1,225
"26046_2012",389.333333333333,1,226
"26046_2013",284,1,232
"26046_2014",414.5,1,229
"26046_2015",176,1,229
"26047_1994",783.5,1.5,229
"26047_1995",1391,2,229
"26047_1996",1391,2,229
"26047_1997",1391,1,229
"26047_1998",1229,1,229
"26047_1999",1288.25,2,229
"26047_2000",1295.25,2,229
"26047_2001",1304,2,229
"26047_2002",1344,2,1715
"26047_2003",1396,2,3203
"26047_2004",1618,3,3203
"26047_2005",1650,2.66666666666667,3203
"26047_2006",1694.25,5,3203
"26047_2007",1806.5,7,3203
"26047_2008",1859,7,3203
"26047_2009",1858,7,3203
"26047_2010",1858,7,3203
"26047_2011",1900,7,3201
"26047_2012",1886,7,3207
"26047_2013",1837.5,7,3076
"26047_2014",2914.5,7,3123
"26047_2015",1775,4,3190
"26048_1994",5131,2.5,3167.66666666667
"26048_1995",8487,1,3167.66666666667
"26048_1996",8487,1,3167.66666666667
"26048_1997",9026,1,3167.66666666667
"26048_1998",10140,1,3167.66666666667
"26048_1999",10095,2,3167.66666666667
"26048_2000",10844.25,2,3167.66666666667
"26048_2001",11074,2,3167.66666666667
"26048_2002",11089,2,1595
"26048_2003",12086,2,0
"26048_2004",24326,1,0
"26048_2005",12256,1.33333333333333,0
"26048_2006",16061.5,1,0
"26048_2007",16176,1,0
"26048_2008",15408,1,0
"26048_2009",21632,1,0
"26048_2010",20051,1,0
"26048_2011",22123,1,0
"26048_2012",21432.3333333333,1,0
"26048_2013",20718.5,1,0
"26048_2014",16692.1666666667,1,0
"26048_2015",19314,1,29814
"26049_1994",10044,1,19876
"26049_1995",774,1,19876
"26049_1996",774,1,19876
"26049_1997",774,1,19876
"26049_1998",774,1,19876
"26049_1999",785.75,2,19876
"26049_2000",809.25,2,19876
"26049_2001",821,2,19876
"26049_2002",821,2,15357
"26049_2003",846,2,899
"26049_2004",600,1,899
"26049_2005",785,1.33333333333333,899
"26049_2006",619.5,1.5,899
"26049_2007",431.5,2.33333333333333,899
"26049_2008",308,2,899
"26049_2009",325,3,899
"26049_2010",325,3,899
"26049_2011",332,3,900
"26049_2012",329.666666666667,3,897
"26049_2013",345,3,918
"26049_2014",370,3,925
"26049_2015",358,3,964
"26050_1994",407,2,951
"26050_1995",456,1,951
"26050_1996",456,1,951
"26050_1997",468,4,951
"26050_1998",468,4,951
"26050_1999",475,1,951
"26050_2000",494,1,951
"26050_2001",496,1,951
"26050_2002",516,1,905
"26050_2003",534,1,847
"26050_2004",1026,1,847
"26050_2005",595,1,847
"26050_2006",694.25,1,847
"26050_2007",577.25,1,847
"26050_2008",561,1,847
"26050_2009",592,1,847
"26050_2010",635,1,847
"26050_2011",605,1,846
"26050_2012",615,1,849
"26050_2013",507.5,1,850
"26050_2014",541.333333333333,1,868
"26050_2015",410,1,858
"26051_1994",706.5,0.5,861.333333333333
"26051_1995",1003,0,861.333333333333
"26051_1996",1003,0,861.333333333333
"26051_1997",1003,0,861.333333333333
"26051_1998",1003,0,861.333333333333
"26051_1999",1018.25,4,861.333333333333
"26051_2000",1056.75,4,861.333333333333
"26051_2001",1064,4,861.333333333333
"26051_2002",1096,4,1332
"26051_2003",1143,4,1819.66666666667
"26051_2004",1512,1,1819.66666666667
"26051_2005",1521,2,1819.66666666667
"26051_2006",1344.5,1.5,1819.66666666667
"26051_2007",1006,2,1819.66666666667
"26051_2008",824,2,1819.66666666667
"26051_2009",855,2,1819.66666666667
"26051_2010",898,2,1819.66666666667
"26051_2011",874,2,1806
"26051_2012",882,2,1847
"26051_2013",971.5,2,1925
"26051_2014",1094,2,1959
"26051_2015",1069,2,2051
"26052_1994",1241.5,1.5,2020.33333333333
"26052_1995",1414,1,2020.33333333333
"26052_1996",1414,1,2020.33333333333
"26052_1997",1414,1,2020.33333333333
"26052_1998",1414,1,2020.33333333333
"26052_1999",1435.5,2,2020.33333333333
"26052_2000",1489.75,2,2020.33333333333
"26052_2001",1500,2,2020.33333333333
"26052_2002",1545,2,2203
"26052_2003",1693,2,2359.66666666667
"26052_2004",1450,4,2359.66666666667
