"muniYear","homicidios"
"30160_2002",3
"30160_2003",3
"30160_2004",5
"30160_2005",3
"30160_2006",4
"30160_2007",1
"30160_2008",1
"30160_2009",11
"30160_2010",7
"30160_2011",8
"30160_2012",11
"30160_2013",17
"30160_2014",15
"30160_2015",6
"30161_1994",3
"30161_1995",2
"30161_1996",1
"30161_1997",4
"30161_1998",1
"30161_1999",NA
"30161_2000",2
"30161_2001",2
"30161_2002",2
"30161_2003",NA
"30161_2004",NA
"30161_2005",NA
"30161_2006",2
"30161_2007",1
"30161_2008",5
"30161_2009",8
"30161_2010",3
"30161_2011",7
"30161_2012",1
"30161_2013",5
"30161_2014",4
"30161_2015",4
"30162_1994",NA
"30162_1995",1
"30162_1996",NA
"30162_1997",NA
"30162_1998",1
"30162_1999",NA
"30162_2000",1
"30162_2001",NA
"30162_2002",NA
"30162_2003",NA
"30162_2004",NA
"30162_2005",1
"30162_2006",1
"30162_2007",NA
"30162_2008",1
"30162_2009",NA
"30162_2010",NA
"30162_2011",NA
"30162_2012",NA
"30162_2013",NA
"30162_2014",NA
"30162_2015",NA
"30163_1994",NA
"30163_1995",1
"30163_1996",1
"30163_1997",1
"30163_1998",NA
"30163_1999",NA
"30163_2000",4
"30163_2001",1
"30163_2002",NA
"30163_2003",NA
"30163_2004",NA
"30163_2005",NA
"30163_2006",NA
"30163_2007",NA
"30163_2008",NA
"30163_2009",NA
"30163_2010",NA
"30163_2011",NA
"30163_2012",NA
"30163_2013",NA
"30163_2014",NA
"30163_2015",NA
"30164_1994",NA
"30164_1995",NA
"30164_1996",1
"30164_1997",1
"30164_1998",NA
"30164_1999",NA
"30164_2000",NA
"30164_2001",NA
"30164_2002",NA
"30164_2003",2
"30164_2004",NA
"30164_2005",NA
"30164_2006",NA
"30164_2007",1
"30164_2008",2
"30164_2009",1
"30164_2010",2
"30164_2011",4
"30164_2012",9
"30164_2013",2
"30164_2014",NA
"30164_2015",1
"30165_1994",1
"30165_1995",2
"30165_1996",NA
"30165_1997",2
"30165_1998",1
"30165_1999",NA
"30165_2000",NA
"30165_2001",NA
"30165_2002",NA
"30165_2003",NA
"30165_2004",NA
"30165_2005",3
"30165_2006",1
"30165_2007",NA
"30165_2008",2
"30165_2009",NA
"30165_2010",NA
"30165_2011",NA
"30165_2012",NA
"30165_2013",NA
"30165_2014",NA
"30165_2015",NA
"30166_1994",2
"30166_1995",NA
"30166_1996",1
"30166_1997",2
"30166_1998",NA
"30166_1999",NA
"30166_2000",NA
"30166_2001",NA
"30166_2002",1
"30166_2003",NA
"30166_2004",NA
"30166_2005",NA
"30166_2006",1
"30166_2007",NA
"30166_2008",NA
"30166_2009",NA
"30166_2010",NA
"30166_2011",NA
"30166_2012",NA
"30166_2013",NA
"30166_2014",5
"30166_2015",3
"30167_1994",NA
"30167_1995",2
"30167_1996",NA
"30167_1997",1
"30167_1998",NA
"30167_1999",NA
"30167_2000",1
"30167_2001",1
"30167_2002",NA
"30167_2003",1
"30167_2004",NA
"30167_2005",1
"30167_2006",NA
"30167_2007",NA
"30167_2008",NA
"30167_2009",2
"30167_2010",NA
"30167_2011",NA
"30167_2012",2
"30167_2013",3
"30167_2014",NA
"30167_2015",2
"30168_1994",NA
"30168_1995",3
"30168_1996",NA
"30168_1997",NA
"30168_1998",2
"30168_1999",NA
"30168_2000",NA
"30168_2001",NA
"30168_2002",1
"30168_2003",NA
"30168_2004",1
"30168_2005",NA
"30168_2006",NA
"30168_2007",NA
"30168_2008",NA
"30168_2009",NA
"30168_2010",NA
"30168_2011",NA
"30168_2012",NA
"30168_2013",NA
"30168_2014",NA
"30168_2015",NA
"30169_1994",5
"30169_1995",6
"30169_1996",14
"30169_1997",11
"30169_1998",NA
"30169_1999",3
"30169_2000",4
"30169_2001",4
"30169_2002",2
"30169_2003",2
"30169_2004",1
"30169_2005",5
"30169_2006",NA
"30169_2007",5
"30169_2008",1
"30169_2009",6
"30169_2010",4
"30169_2011",4
"30169_2012",18
"30169_2013",13
"30169_2014",8
"30169_2015",17
"30170_1994",NA
"30170_1995",NA
"30170_1996",NA
"30170_1997",3
"30170_1998",1
"30170_1999",1
"30170_2000",NA
"30170_2001",1
"30170_2002",NA
"30170_2003",1
"30170_2004",NA
"30170_2005",2
"30170_2006",2
"30170_2007",NA
"30170_2008",NA
"30170_2009",2
"30170_2010",NA
"30170_2011",3
"30170_2012",2
"30170_2013",2
"30170_2014",NA
"30170_2015",1
"30171_1994",NA
"30171_1995",NA
"30171_1996",NA
"30171_1997",NA
"30171_1998",NA
"30171_1999",NA
"30171_2000",NA
"30171_2001",2
"30171_2002",NA
"30171_2003",NA
"30171_2004",NA
"30171_2005",NA
"30171_2006",NA
"30171_2007",NA
"30171_2008",NA
"30171_2009",1
"30171_2010",NA
"30171_2011",1
"30171_2012",NA
"30171_2013",NA
"30171_2014",NA
"30171_2015",NA
"30172_1994",3
"30172_1995",2
"30172_1996",NA
"30172_1997",NA
"30172_1998",1
"30172_1999",NA
"30172_2000",NA
"30172_2001",NA
"30172_2002",1
"30172_2003",1
"30172_2004",NA
"30172_2005",1
"30172_2006",NA
"30172_2007",2
"30172_2008",2
"30172_2009",1
"30172_2010",2
"30172_2011",NA
"30172_2012",1
"30172_2013",2
"30172_2014",3
"30172_2015",1
"30173_1994",5
"30173_1995",8
"30173_1996",4
"30173_1997",8
"30173_1998",8
"30173_1999",4
"30173_2000",6
"30173_2001",2
"30173_2002",2
"30173_2003",2
"30173_2004",1
"30173_2005",1
"30173_2006",2
"30173_2007",3
"30173_2008",2
"30173_2009",4
"30173_2010",1
"30173_2011",4
"30173_2012",3
"30173_2013",2
"30173_2014",4
"30173_2015",6
"30174_1994",17
"30174_1995",5
"30174_1996",9
"30174_1997",12
"30174_1998",12
"30174_1999",5
"30174_2000",12
"30174_2001",6
"30174_2002",4
"30174_2003",6
"30174_2004",5
"30174_2005",9
"30174_2006",2
"30174_2007",10
"30174_2008",10
"30174_2009",11
"30174_2010",3
"30174_2011",12
"30174_2012",25
"30174_2013",28
"30174_2014",31
"30174_2015",30
"30175_1994",4
"30175_1995",2
"30175_1996",6
"30175_1997",5
"30175_1998",5
"30175_1999",8
"30175_2000",1
"30175_2001",3
"30175_2002",7
"30175_2003",6
"30175_2004",2
"30175_2005",5
"30175_2006",3
"30175_2007",9
"30175_2008",4
"30175_2009",7
"30175_2010",4
"30175_2011",4
"30175_2012",4
"30175_2013",8
"30175_2014",23
"30175_2015",16
"30176_1994",NA
"30176_1995",1
"30176_1996",2
"30176_1997",1
"30176_1998",1
"30176_1999",NA
"30176_2000",1
"30176_2001",NA
"30176_2002",NA
"30176_2003",NA
"30176_2004",NA
"30176_2005",NA
"30176_2006",NA
"30176_2007",1
"30176_2008",1
"30176_2009",1
"30176_2010",1
"30176_2011",1
"30176_2012",2
"30176_2013",NA
"30176_2014",1
"30176_2015",NA
"30177_1994",1
"30177_1995",NA
"30177_1996",1
"30177_1997",NA
"30177_1998",NA
"30177_1999",1
"30177_2000",4
"30177_2001",1
"30177_2002",NA
"30177_2003",2
"30177_2004",NA
"30177_2005",1
"30177_2006",NA
"30177_2007",2
"30177_2008",NA
"30177_2009",2
"30177_2010",5
"30177_2011",1
"30177_2012",3
"30177_2013",NA
"30177_2014",2
"30177_2015",6
"30178_1994",2
"30178_1995",1
"30178_1996",2
"30178_1997",2
"30178_1998",NA
"30178_1999",2
"30178_2000",1
"30178_2001",NA
"30178_2002",NA
"30178_2003",3
"30178_2004",NA
"30178_2005",1
"30178_2006",NA
"30178_2007",1
"30178_2008",1
"30178_2009",3
"30178_2010",1
"30178_2011",3
"30178_2012",1
"30178_2013",3
"30178_2014",3
"30178_2015",7
"30179_1994",NA
"30179_1995",2
"30179_1996",NA
"30179_1997",1
"30179_1998",NA
"30179_1999",1
"30179_2000",NA
"30179_2001",1
"30179_2002",NA
"30179_2003",NA
"30179_2004",NA
"30179_2005",NA
"30179_2006",NA
"30179_2007",1
"30179_2008",NA
"30179_2009",NA
"30179_2010",1
"30179_2011",NA
"30179_2012",NA
"30179_2013",NA
"30179_2014",NA
"30179_2015",NA
"30180_1994",3
"30180_1995",2
"30180_1996",NA
"30180_1997",3
"30180_1998",1
"30180_1999",4
"30180_2000",NA
"30180_2001",4
"30180_2002",NA
"30180_2003",NA
"30180_2004",NA
"30180_2005",NA
"30180_2006",3
"30180_2007",NA
"30180_2008",1
"30180_2009",2
"30180_2010",2
"30180_2011",NA
"30180_2012",5
"30180_2013",1
"30180_2014",3
"30180_2015",NA
"30181_1994",4
"30181_1995",5
"30181_1996",1
"30181_1997",2
"30181_1998",1
"30181_1999",NA
"30181_2000",1
"30181_2001",2
"30181_2002",2
"30181_2003",1
"30181_2004",3
"30181_2005",1
"30181_2006",1
"30181_2007",3
"30181_2008",2
"30181_2009",5
"30181_2010",NA
"30181_2011",1
"30181_2012",4
"30181_2013",3
"30181_2014",4
"30181_2015",7
"30182_1994",1
"30182_1995",NA
"30182_1996",1
"30182_1997",NA
"30182_1998",NA
"30182_1999",NA
"30182_2000",NA
"30182_2001",NA
"30182_2002",1
"30182_2003",NA
"30182_2004",2
"30182_2005",NA
"30182_2006",NA
"30182_2007",NA
"30182_2008",1
"30182_2009",NA
"30182_2010",1
"30182_2011",1
"30182_2012",3
"30182_2013",1
"30182_2014",2
"30182_2015",NA
"30183_1994",6
"30183_1995",6
"30183_1996",5
"30183_1997",8
"30183_1998",4
"30183_1999",4
"30183_2000",4
"30183_2001",9
"30183_2002",5
"30183_2003",8
"30183_2004",1
"30183_2005",2
"30183_2006",3
"30183_2007",2
"30183_2008",NA
"30183_2009",4
"30183_2010",1
"30183_2011",6
"30183_2012",5
"30183_2013",9
"30183_2014",5
"30183_2015",5
"30184_1994",NA
"30184_1995",NA
"30184_1996",1
"30184_1997",NA
"30184_1998",NA
"30184_1999",NA
"30184_2000",NA
"30184_2001",NA
"30184_2002",NA
"30184_2003",NA
"30184_2004",NA
"30184_2005",NA
"30184_2006",NA
"30184_2007",NA
"30184_2008",2
"30184_2009",1
"30184_2010",NA
"30184_2011",NA
"30184_2012",NA
"30184_2013",1
"30184_2014",NA
"30184_2015",NA
"30185_1994",NA
"30185_1995",NA
"30185_1996",1
"30185_1997",NA
"30185_1998",NA
"30185_1999",NA
"30185_2000",NA
"30185_2001",NA
"30185_2002",NA
"30185_2003",1
"30185_2004",NA
"30185_2005",NA
"30185_2006",NA
"30185_2007",NA
"30185_2008",NA
"30185_2009",NA
"30185_2010",NA
"30185_2011",NA
"30185_2012",NA
"30185_2013",NA
"30185_2014",NA
"30185_2015",NA
"30186_1994",NA
"30186_1995",NA
"30186_1996",NA
"30186_1997",NA
"30186_1998",NA
"30186_1999",NA
"30186_2000",NA
"30186_2001",NA
"30186_2002",NA
"30186_2003",NA
"30186_2004",NA
"30186_2005",NA
"30186_2006",NA
"30186_2007",NA
"30186_2008",NA
"30186_2009",NA
"30186_2010",1
"30186_2011",NA
"30186_2012",NA
"30186_2013",NA
"30186_2014",NA
"30186_2015",NA
"30187_1994",NA
"30187_1995",2
"30187_1996",NA
"30187_1997",NA
"30187_1998",NA
"30187_1999",1
"30187_2000",NA
"30187_2001",NA
"30187_2002",NA
"30187_2003",NA
"30187_2004",1
"30187_2005",NA
"30187_2006",1
"30187_2007",NA
"30187_2008",NA
"30187_2009",NA
"30187_2010",NA
"30187_2011",NA
"30187_2012",NA
"30187_2013",1
"30187_2014",NA
"30187_2015",1
"30188_1994",4
"30188_1995",NA
"30188_1996",1
"30188_1997",2
"30188_1998",2
"30188_1999",1
"30188_2000",NA
"30188_2001",1
"30188_2002",1
"30188_2003",NA
"30188_2004",1
"30188_2005",1
"30188_2006",NA
"30188_2007",1
"30188_2008",1
"30188_2009",3
"30188_2010",1
"30188_2011",NA
"30188_2012",2
"30188_2013",NA
"30188_2014",1
"30188_2015",NA
"30189_1994",20
"30189_1995",23
"30189_1996",11
"30189_1997",8
"30189_1998",11
"30189_1999",7
"30189_2000",4
"30189_2001",3
"30189_2002",7
"30189_2003",7
"30189_2004",7
"30189_2005",9
"30189_2006",4
"30189_2007",2
"30189_2008",6
"30189_2009",7
"30189_2010",15
"30189_2011",11
"30189_2012",5
"30189_2013",9
"30189_2014",10
"30189_2015",17
"30190_1994",NA
"30190_1995",NA
"30190_1996",NA
"30190_1997",NA
"30190_1998",NA
"30190_1999",NA
"30190_2000",NA
"30190_2001",NA
"30190_2002",NA
"30190_2003",NA
"30190_2004",NA
"30190_2005",NA
"30190_2006",NA
"30190_2007",NA
"30190_2008",NA
"30190_2009",NA
"30190_2010",NA
"30190_2011",NA
"30190_2012",NA
"30190_2013",NA
"30190_2014",NA
"30190_2015",2
"30191_1994",NA
"30191_1995",NA
"30191_1996",2
"30191_1997",NA
"30191_1998",1
"30191_1999",5
"30191_2000",NA
"30191_2001",3
"30191_2002",2
"30191_2003",NA
"30191_2004",NA
"30191_2005",NA
"30191_2006",4
"30191_2007",NA
"30191_2008",NA
"30191_2009",NA
"30191_2010",NA
"30191_2011",NA
"30191_2012",8
"30191_2013",1
"30191_2014",2
"30191_2015",3
"30192_1994",3
"30192_1995",1
"30192_1996",NA
"30192_1997",6
"30192_1998",NA
"30192_1999",2
"30192_2000",NA
"30192_2001",NA
"30192_2002",NA
"30192_2003",3
"30192_2004",4
"30192_2005",2
"30192_2006",4
"30192_2007",NA
"30192_2008",NA
"30192_2009",3
"30192_2010",2
"30192_2011",1
"30192_2012",2
"30192_2013",1
"30192_2014",5
"30192_2015",7
"30193_1994",47
"30193_1995",38
"30193_1996",33
"30193_1997",44
"30193_1998",16
"30193_1999",20
"30193_2000",17
"30193_2001",12
"30193_2002",12
"30193_2003",29
"30193_2004",8
"30193_2005",8
"30193_2006",15
"30193_2007",26
"30193_2008",13
"30193_2009",60
"30193_2010",18
"30193_2011",176
"30193_2012",90
"30193_2013",47
"30193_2014",26
"30193_2015",33
"30194_1994",NA
"30194_1995",1
"30194_1996",2
"30194_1997",NA
"30194_1998",NA
"30194_1999",NA
"30194_2000",NA
"30194_2001",1
"30194_2002",NA
"30194_2003",1
"30194_2004",1
"30194_2005",NA
"30194_2006",1
"30194_2007",NA
"30194_2008",NA
"30194_2009",2
"30194_2010",1
"30194_2011",1
"30194_2012",2
"30194_2013",NA
"30194_2014",1
"30194_2015",1
"30195_1994",NA
"30195_1995",NA
"30195_1996",NA
"30195_1997",1
"30195_1998",1
"30195_1999",NA
"30195_2000",NA
"30195_2001",1
"30195_2002",NA
"30195_2003",NA
"30195_2004",NA
"30195_2005",2
"30195_2006",NA
"30195_2007",NA
"30195_2008",1
"30195_2009",1
"30195_2010",NA
"30195_2011",NA
"30195_2012",NA
"30195_2013",NA
"30195_2014",NA
"30195_2015",NA
"30196_1994",3
"30196_1995",2
"30196_1996",2
"30196_1997",NA
"30196_1998",1
"30196_1999",2
"30196_2000",3
"30196_2001",NA
"30196_2002",1
"30196_2003",NA
"30196_2004",1
"30196_2005",2
"30196_2006",1
"30196_2007",2
"30196_2008",NA
"30196_2009",2
"30196_2010",2
"30196_2011",3
"30196_2012",3
"30196_2013",4
"30196_2014",2
"30196_2015",3
"30197_1994",3
"30197_1995",1
"30197_1996",1
"30197_1997",1
"30197_1998",NA
"30197_1999",NA
"30197_2000",3
"30197_2001",NA
"30197_2002",NA
"30197_2003",NA
"30197_2004",1
"30197_2005",3
"30197_2006",2
"30197_2007",NA
"30197_2008",NA
"30197_2009",1
"30197_2010",NA
"30197_2011",NA
"30197_2012",3
"30197_2013",2
"30197_2014",1
"30197_2015",11
"30198_1994",2
"30198_1995",5
"30198_1996",2
"30198_1997",2
"30198_1998",4
"30198_1999",2
"30198_2000",1
"30198_2001",1
"30198_2002",1
"30198_2003",NA
"30198_2004",1
"30198_2005",3
"30198_2006",NA
"30198_2007",1
"30198_2008",NA
"30198_2009",NA
"30198_2010",NA
"30198_2011",2
"30198_2012",NA
"30198_2013",NA
"30198_2014",1
"30198_2015",4
"30199_1994",NA
"30199_1995",NA
"30199_1996",NA
"30199_1997",2
"30199_1998",NA
"30199_1999",NA
"30199_2000",NA
"30199_2001",NA
"30199_2002",NA
"30199_2003",NA
"30199_2004",NA
"30199_2005",NA
"30199_2006",NA
"30199_2007",NA
"30199_2008",NA
"30199_2009",1
"30199_2010",NA
"30199_2011",NA
"30199_2012",NA
"30199_2013",NA
"30199_2014",1
"30199_2015",1
"30200_1994",1
"30200_1995",3
"30200_1996",NA
"30200_1997",1
"30200_1998",NA
"30200_1999",1
"30200_2000",NA
"30200_2001",NA
"30200_2002",NA
"30200_2003",NA
"30200_2004",NA
"30200_2005",NA
"30200_2006",2
"30200_2007",NA
"30200_2008",1
"30200_2009",NA
"30200_2010",2
"30200_2011",NA
"30200_2012",NA
"30200_2013",NA
"30200_2014",1
"30200_2015",1
"30201_1994",1
"30201_1995",1
"30201_1996",1
"30201_1997",NA
"30201_1998",3
"30201_1999",NA
"30201_2000",NA
"30201_2001",1
"30201_2002",NA
"30201_2003",1
"30201_2004",1
"30201_2005",1
"30201_2006",3
"30201_2007",NA
"30201_2008",NA
"30201_2009",2
"30201_2010",2
"30201_2011",2
"30201_2012",1
"30201_2013",NA
"30201_2014",2
"30201_2015",6
"30202_1994",2
"30202_1995",1
"30202_1996",2
"30202_1997",3
"30202_1998",3
"30202_1999",4
"30202_2000",NA
"30202_2001",NA
"30202_2002",NA
"30202_2003",1
"30202_2004",NA
"30202_2005",1
"30202_2006",NA
"30202_2007",3
"30202_2008",1
"30202_2009",3
"30202_2010",NA
"30202_2011",NA
"30202_2012",2
"30202_2013",NA
"30202_2014",3
"30202_2015",NA
"30203_1994",7
"30203_1995",NA
"30203_1996",NA
"30203_1997",1
"30203_1998",NA
"30203_1999",NA
"30203_2000",NA
"30203_2001",NA
"30203_2002",NA
"30203_2003",NA
"30203_2004",NA
"30203_2005",NA
"30203_2006",NA
"30203_2007",NA
"30203_2008",NA
"30203_2009",3
"30203_2010",NA
"30203_2011",NA
"30203_2012",1
"30203_2013",NA
"30203_2014",NA
"30203_2015",2
"30204_1994",7
"30204_1995",4
"30204_1996",3
"30204_1997",3
"30204_1998",1
"30204_1999",NA
"30204_2000",2
"30204_2001",3
"30204_2002",2
"30204_2003",4
"30204_2004",5
"30204_2005",3
"30204_2006",NA
"30204_2007",1
"30204_2008",6
"30204_2009",2
"30204_2010",2
"30204_2011",5
"30204_2012",12
"30204_2013",14
"30204_2014",11
"30204_2015",7
"30205_1994",3
"30205_1995",2
"30205_1996",1
"30205_1997",NA
"30205_1998",1
"30205_1999",2
"30205_2000",NA
"30205_2001",NA
"30205_2002",1
"30205_2003",NA
"30205_2004",3
"30205_2005",NA
"30205_2006",1
"30205_2007",1
"30205_2008",NA
"30205_2009",NA
"30205_2010",NA
"30205_2011",14
"30205_2012",8
"30205_2013",NA
"30205_2014",NA
"30205_2015",2
"30206_1994",2
"30206_1995",2
"30206_1996",NA
"30206_1997",NA
"30206_1998",1
"30206_1999",NA
"30206_2000",1
"30206_2001",1
"30206_2002",3
"30206_2003",NA
"30206_2004",NA
"30206_2005",NA
"30206_2006",NA
"30206_2007",NA
"30206_2008",NA
"30206_2009",NA
"30206_2010",NA
"30206_2011",NA
"30206_2012",2
"30206_2013",NA
"30206_2014",8
"30206_2015",NA
"30207_1994",4
"30207_1995",2
"30207_1996",4
"30207_1997",6
"30207_1998",9
"30207_1999",2
"30207_2000",5
"30207_2001",3
"30207_2002",3
"30207_2003",5
"30207_2004",3
"30207_2005",5
"30207_2006",6
"30207_2007",1
"30207_2008",4
"30207_2009",4
"30207_2010",7
"30207_2011",12
"30207_2012",12
"30207_2013",10
"30207_2014",24
"30207_2015",14
"30208_1994",NA
"30208_1995",NA
"30208_1996",NA
"30208_1997",NA
"30208_1998",2
"30208_1999",3
"30208_2000",2
"30208_2001",1
"30208_2002",NA
"30208_2003",NA
"30208_2004",NA
"30208_2005",1
"30208_2006",NA
"30208_2007",2
"30208_2008",NA
"30208_2009",NA
"30208_2010",2
"30208_2011",8
"30208_2012",2
"30208_2013",1
"30208_2014",3
"30208_2015",3
"30209_1994",NA
"30209_1995",NA
"30209_1996",NA
"30209_1997",NA
"30209_1998",1
"30209_1999",NA
"30209_2000",NA
"30209_2001",NA
"30209_2002",NA
"30209_2003",NA
"30209_2004",NA
"30209_2005",1
"30209_2006",NA
"30209_2007",NA
"30209_2008",NA
"30209_2009",NA
"30209_2010",NA
"30209_2011",NA
"30209_2012",NA
"30209_2013",NA
"30209_2014",NA
"30209_2015",1
"30210_1994",NA
"30210_1995",NA
"30210_1996",NA
"30210_1997",2
"30210_1998",6
"30210_1999",6
"30210_2000",3
"30210_2001",5
"30210_2002",NA
"30210_2003",1
"30210_2004",1
"30210_2005",1
"30210_2006",3
"30210_2007",5
"30210_2008",5
"30210_2009",6
"30210_2010",4
"30210_2011",2
"30210_2012",6
"30210_2013",2
"30210_2014",2
"30210_2015",2
"30211_1994",NA
"30211_1995",NA
"30211_1996",NA
"30211_1997",NA
"30211_1998",NA
"30211_1999",NA
"30211_2000",NA
"30211_2001",NA
"30211_2002",NA
"30211_2003",NA
"30211_2004",2
"30211_2005",3
"30211_2006",7
"30211_2007",5
"30211_2008",NA
"30211_2009",1
"30211_2010",3
"30211_2011",1
"30211_2012",8
"30211_2013",1
"30211_2014",4
"30211_2015",3
"30212_1994",NA
"30212_1995",NA
"30212_1996",NA
"30212_1997",NA
"30212_1998",NA
"30212_1999",NA
"30212_2000",NA
"30212_2001",NA
"30212_2002",NA
"30212_2003",NA
"30212_2004",4
"30212_2005",NA
"30212_2006",NA
"30212_2007",NA
"30212_2008",3
"30212_2009",3
"30212_2010",5
"30212_2011",1
"30212_2012",1
"30212_2013",2
"30212_2014",1
"30212_2015",7
"31001_1994",NA
"31001_1995",NA
"31001_1996",NA
"31001_1997",NA
"31001_1998",NA
"31001_1999",NA
"31001_2000",NA
"31001_2001",NA
"31001_2002",NA
"31001_2003",NA
"31001_2004",NA
"31001_2005",NA
"31001_2006",NA
"31001_2007",NA
"31001_2008",NA
"31001_2009",NA
"31001_2010",NA
"31001_2011",NA
"31001_2012",NA
"31001_2013",NA
"31001_2014",NA
"31001_2015",NA
"31002_1994",1
"31002_1995",NA
"31002_1996",NA
"31002_1997",NA
"31002_1998",NA
"31002_1999",2
"31002_2000",NA
"31002_2001",NA
"31002_2002",NA
"31002_2003",1
"31002_2004",NA
"31002_2005",NA
"31002_2006",NA
"31002_2007",1
"31002_2008",NA
"31002_2009",NA
"31002_2010",NA
"31002_2011",2
"31002_2012",NA
"31002_2013",2
"31002_2014",1
"31002_2015",NA
"31003_1994",NA
"31003_1995",NA
"31003_1996",NA
"31003_1997",1
"31003_1998",NA
"31003_1999",NA
"31003_2000",1
"31003_2001",NA
"31003_2002",NA
"31003_2003",2
"31003_2004",NA
"31003_2005",NA
"31003_2006",1
"31003_2007",NA
"31003_2008",NA
"31003_2009",NA
"31003_2010",NA
"31003_2011",NA
"31003_2012",NA
"31003_2013",NA
"31003_2014",1
"31003_2015",NA
"31004_1994",NA
"31004_1995",NA
"31004_1996",NA
"31004_1997",NA
"31004_1998",NA
"31004_1999",NA
"31004_2000",NA
"31004_2001",NA
"31004_2002",NA
"31004_2003",NA
"31004_2004",NA
"31004_2005",1
"31004_2006",NA
"31004_2007",NA
"31004_2008",NA
"31004_2009",NA
"31004_2010",NA
"31004_2011",NA
"31004_2012",NA
"31004_2013",NA
"31004_2014",NA
"31004_2015",NA
"31005_1994",NA
"31005_1995",NA
"31005_1996",NA
"31005_1997",1
"31005_1998",NA
"31005_1999",NA
"31005_2000",NA
"31005_2001",NA
"31005_2002",NA
"31005_2003",NA
"31005_2004",NA
"31005_2005",NA
"31005_2006",NA
"31005_2007",NA
"31005_2008",NA
"31005_2009",NA
"31005_2010",NA
"31005_2011",NA
"31005_2012",1
"31005_2013",1
"31005_2014",1
"31005_2015",NA
"31006_1994",NA
"31006_1995",NA
"31006_1996",NA
"31006_1997",2
"31006_1998",NA
"31006_1999",NA
"31006_2000",NA
"31006_2001",NA
"31006_2002",NA
"31006_2003",NA
"31006_2004",NA
"31006_2005",NA
"31006_2006",NA
"31006_2007",NA
"31006_2008",1
"31006_2009",NA
"31006_2010",NA
"31006_2011",NA
"31006_2012",NA
"31006_2013",NA
"31006_2014",NA
"31006_2015",NA
"31007_1994",NA
"31007_1995",NA
"31007_1996",NA
"31007_1997",NA
"31007_1998",NA
"31007_1999",NA
"31007_2000",NA
"31007_2001",NA
"31007_2002",3
"31007_2003",NA
"31007_2004",NA
"31007_2005",NA
"31007_2006",NA
"31007_2007",2
"31007_2008",NA
"31007_2009",NA
"31007_2010",NA
"31007_2011",NA
"31007_2012",NA
"31007_2013",NA
"31007_2014",NA
"31007_2015",NA
"31008_1994",NA
"31008_1995",NA
"31008_1996",NA
"31008_1997",NA
"31008_1998",NA
"31008_1999",NA
"31008_2000",NA
"31008_2001",NA
"31008_2002",NA
"31008_2003",NA
"31008_2004",NA
"31008_2005",NA
"31008_2006",NA
"31008_2007",NA
"31008_2008",NA
"31008_2009",NA
"31008_2010",NA
"31008_2011",NA
"31008_2012",NA
"31008_2013",NA
"31008_2014",NA
"31008_2015",NA
"31010_1994",NA
"31010_1995",NA
"31010_1996",NA
"31010_1997",1
"31010_1998",NA
"31010_1999",NA
"31010_2000",NA
"31010_2001",NA
"31010_2002",NA
"31010_2003",NA
"31010_2004",NA
"31010_2005",NA
"31010_2006",NA
"31010_2007",NA
"31010_2008",NA
"31010_2009",NA
"31010_2010",NA
"31010_2011",NA
"31010_2012",NA
"31010_2013",NA
"31010_2014",NA
"31010_2015",NA
"31011_1994",NA
"31011_1995",NA
"31011_1996",NA
"31011_1997",NA
"31011_1998",NA
"31011_1999",NA
"31011_2000",1
"31011_2001",1
"31011_2002",NA
"31011_2003",NA
"31011_2004",NA
"31011_2005",NA
"31011_2006",NA
"31011_2007",1
"31011_2008",NA
"31011_2009",NA
"31011_2010",NA
"31011_2011",NA
"31011_2012",NA
"31011_2013",NA
"31011_2014",NA
"31011_2015",1
"31012_1994",NA
"31012_1995",NA
"31012_1996",NA
"31012_1997",1
"31012_1998",NA
"31012_1999",NA
"31012_2000",NA
"31012_2001",1
"31012_2002",NA
"31012_2003",1
"31012_2004",NA
"31012_2005",NA
"31012_2006",NA
"31012_2007",NA
"31012_2008",NA
"31012_2009",NA
"31012_2010",NA
"31012_2011",NA
"31012_2012",1
"31012_2013",NA
"31012_2014",NA
"31012_2015",NA
"31013_1994",NA
"31013_1995",NA
"31013_1996",NA
"31013_1997",NA
"31013_1998",NA
"31013_1999",NA
"31013_2000",NA
"31013_2001",NA
"31013_2002",NA
"31013_2003",NA
"31013_2004",NA
"31013_2005",NA
"31013_2006",1
"31013_2007",NA
"31013_2008",NA
"31013_2009",NA
"31013_2010",NA
"31013_2011",NA
"31013_2012",NA
"31013_2013",NA
"31013_2014",NA
"31013_2015",NA
"31016_1994",NA
"31016_1995",NA
"31016_1996",NA
"31016_1997",NA
"31016_1998",NA
"31016_1999",NA
"31016_2000",NA
"31016_2001",NA
"31016_2002",NA
"31016_2003",1
"31016_2004",1
"31016_2005",1
"31016_2006",NA
"31016_2007",NA
"31016_2008",NA
"31016_2009",NA
"31016_2010",NA
"31016_2011",NA
"31016_2012",NA
"31016_2013",NA
"31016_2014",1
"31016_2015",NA
"31017_1994",NA
"31017_1995",NA
"31017_1996",NA
"31017_1997",NA
"31017_1998",NA
"31017_1999",NA
"31017_2000",NA
"31017_2001",NA
"31017_2002",NA
"31017_2003",1
"31017_2004",NA
"31017_2005",1
"31017_2006",NA
"31017_2007",NA
"31017_2008",NA
"31017_2009",NA
"31017_2010",NA
"31017_2011",NA
"31017_2012",1
"31017_2013",NA
"31017_2014",NA
