"muniYear","homicidios"
"31017_2015",NA
"31018_1994",NA
"31018_1995",NA
"31018_1996",NA
"31018_1997",NA
"31018_1998",NA
"31018_1999",NA
"31018_2000",NA
"31018_2001",NA
"31018_2002",NA
"31018_2003",NA
"31018_2004",NA
"31018_2005",NA
"31018_2006",NA
"31018_2007",NA
"31018_2008",NA
"31018_2009",NA
"31018_2010",NA
"31018_2011",NA
"31018_2012",NA
"31018_2013",NA
"31018_2014",NA
"31018_2015",NA
"31019_1994",NA
"31019_1995",1
"31019_1996",NA
"31019_1997",NA
"31019_1998",1
"31019_1999",1
"31019_2000",NA
"31019_2001",NA
"31019_2002",NA
"31019_2003",2
"31019_2004",1
"31019_2005",NA
"31019_2006",NA
"31019_2007",1
"31019_2008",NA
"31019_2009",1
"31019_2010",1
"31019_2011",NA
"31019_2012",NA
"31019_2013",NA
"31019_2014",NA
"31019_2015",NA
"31020_1994",NA
"31020_1995",NA
"31020_1996",NA
"31020_1997",NA
"31020_1998",NA
"31020_1999",NA
"31020_2000",NA
"31020_2001",NA
"31020_2002",NA
"31020_2003",NA
"31020_2004",NA
"31020_2005",NA
"31020_2006",NA
"31020_2007",1
"31020_2008",1
"31020_2009",NA
"31020_2010",NA
"31020_2011",NA
"31020_2012",NA
"31020_2013",NA
"31020_2014",NA
"31020_2015",NA
"31021_1994",NA
"31021_1995",NA
"31021_1996",NA
"31021_1997",NA
"31021_1998",1
"31021_1999",NA
"31021_2000",NA
"31021_2001",NA
"31021_2002",NA
"31021_2003",NA
"31021_2004",NA
"31021_2005",NA
"31021_2006",NA
"31021_2007",NA
"31021_2008",NA
"31021_2009",NA
"31021_2010",NA
"31021_2011",NA
"31021_2012",NA
"31021_2013",NA
"31021_2014",NA
"31021_2015",NA
"31023_1994",NA
"31023_1995",1
"31023_1996",NA
"31023_1997",NA
"31023_1998",NA
"31023_1999",NA
"31023_2000",NA
"31023_2001",NA
"31023_2002",NA
"31023_2003",1
"31023_2004",NA
"31023_2005",NA
"31023_2006",NA
"31023_2007",NA
"31023_2008",NA
"31023_2009",NA
"31023_2010",NA
"31023_2011",NA
"31023_2012",NA
"31023_2013",NA
"31023_2014",NA
"31023_2015",NA
"31024_1994",NA
"31024_1995",NA
"31024_1996",NA
"31024_1997",NA
"31024_1998",NA
"31024_1999",NA
"31024_2000",NA
"31024_2001",NA
"31024_2002",NA
"31024_2003",NA
"31024_2004",NA
"31024_2005",NA
"31024_2006",NA
"31024_2007",NA
"31024_2008",NA
"31024_2009",NA
"31024_2010",NA
"31024_2011",NA
"31024_2012",NA
"31024_2013",NA
"31024_2014",NA
"31024_2015",NA
"31026_1994",NA
"31026_1995",NA
"31026_1996",NA
"31026_1997",NA
"31026_1998",NA
"31026_1999",2
"31026_2000",NA
"31026_2001",NA
"31026_2002",NA
"31026_2003",NA
"31026_2004",NA
"31026_2005",NA
"31026_2006",NA
"31026_2007",NA
"31026_2008",NA
"31026_2009",NA
"31026_2010",NA
"31026_2011",NA
"31026_2012",NA
"31026_2013",NA
"31026_2014",NA
"31026_2015",NA
"31027_1994",NA
"31027_1995",NA
"31027_1996",NA
"31027_1997",NA
"31027_1998",1
"31027_1999",NA
"31027_2000",NA
"31027_2001",NA
"31027_2002",NA
"31027_2003",NA
"31027_2004",NA
"31027_2005",NA
"31027_2006",NA
"31027_2007",1
"31027_2008",NA
"31027_2009",NA
"31027_2010",NA
"31027_2011",NA
"31027_2012",NA
"31027_2013",NA
"31027_2014",NA
"31027_2015",NA
"31028_1994",NA
"31028_1995",NA
"31028_1996",NA
"31028_1997",NA
"31028_1998",NA
"31028_1999",NA
"31028_2000",NA
"31028_2001",NA
"31028_2002",NA
"31028_2003",2
"31028_2004",NA
"31028_2005",NA
"31028_2006",NA
"31028_2007",NA
"31028_2008",NA
"31028_2009",NA
"31028_2010",NA
"31028_2011",NA
"31028_2012",1
"31028_2013",NA
"31028_2014",NA
"31028_2015",NA
"31029_1994",NA
"31029_1995",NA
"31029_1996",1
"31029_1997",NA
"31029_1998",NA
"31029_1999",NA
"31029_2000",NA
"31029_2001",1
"31029_2002",NA
"31029_2003",NA
"31029_2004",NA
"31029_2005",NA
"31029_2006",NA
"31029_2007",NA
"31029_2008",NA
"31029_2009",NA
"31029_2010",NA
"31029_2011",NA
"31029_2012",NA
"31029_2013",NA
"31029_2014",NA
"31029_2015",1
"31030_1994",NA
"31030_1995",NA
"31030_1996",NA
"31030_1997",NA
"31030_1998",NA
"31030_1999",NA
"31030_2000",NA
"31030_2001",NA
"31030_2002",NA
"31030_2003",NA
"31030_2004",NA
"31030_2005",NA
"31030_2006",NA
"31030_2007",NA
"31030_2008",NA
"31030_2009",NA
"31030_2010",NA
"31030_2011",NA
"31030_2012",NA
"31030_2013",1
"31030_2014",NA
"31030_2015",NA
"31032_1994",NA
"31032_1995",NA
"31032_1996",NA
"31032_1997",NA
"31032_1998",NA
"31032_1999",NA
"31032_2000",NA
"31032_2001",NA
"31032_2002",NA
"31032_2003",NA
"31032_2004",NA
"31032_2005",NA
"31032_2006",NA
"31032_2007",NA
"31032_2008",NA
"31032_2009",NA
"31032_2010",NA
"31032_2011",NA
"31032_2012",NA
"31032_2013",NA
"31032_2014",NA
"31032_2015",1
"31033_1994",NA
"31033_1995",NA
"31033_1996",NA
"31033_1997",NA
"31033_1998",NA
"31033_1999",NA
"31033_2000",NA
"31033_2001",NA
"31033_2002",1
"31033_2003",1
"31033_2004",NA
"31033_2005",2
"31033_2006",1
"31033_2007",NA
"31033_2008",NA
"31033_2009",NA
"31033_2010",NA
"31033_2011",NA
"31033_2012",1
"31033_2013",NA
"31033_2014",NA
"31033_2015",NA
"31034_1994",NA
"31034_1995",NA
"31034_1996",NA
"31034_1997",1
"31034_1998",NA
"31034_1999",NA
"31034_2000",NA
"31034_2001",NA
"31034_2002",NA
"31034_2003",1
"31034_2004",NA
"31034_2005",NA
"31034_2006",NA
"31034_2007",NA
"31034_2008",NA
"31034_2009",1
"31034_2010",NA
"31034_2011",NA
"31034_2012",NA
"31034_2013",NA
"31034_2014",1
"31034_2015",NA
"31035_1994",1
"31035_1995",NA
"31035_1996",NA
"31035_1997",NA
"31035_1998",NA
"31035_1999",NA
"31035_2000",NA
"31035_2001",1
"31035_2002",NA
"31035_2003",1
"31035_2004",NA
"31035_2005",NA
"31035_2006",NA
"31035_2007",NA
"31035_2008",NA
"31035_2009",NA
"31035_2010",NA
"31035_2011",NA
"31035_2012",NA
"31035_2013",NA
"31035_2014",NA
"31035_2015",NA
"31037_1994",NA
"31037_1995",NA
"31037_1996",NA
"31037_1997",1
"31037_1998",NA
"31037_1999",NA
"31037_2000",NA
"31037_2001",1
"31037_2002",NA
"31037_2003",NA
"31037_2004",NA
"31037_2005",NA
"31037_2006",NA
"31037_2007",NA
"31037_2008",NA
"31037_2009",NA
"31037_2010",NA
"31037_2011",NA
"31037_2012",NA
"31037_2013",NA
"31037_2014",1
"31037_2015",NA
"31038_1994",1
"31038_1995",NA
"31038_1996",NA
"31038_1997",NA
"31038_1998",NA
"31038_1999",NA
"31038_2000",NA
"31038_2001",NA
"31038_2002",1
"31038_2003",NA
"31038_2004",1
"31038_2005",NA
"31038_2006",NA
"31038_2007",1
"31038_2008",NA
"31038_2009",NA
"31038_2010",NA
"31038_2011",NA
"31038_2012",NA
"31038_2013",1
"31038_2014",NA
"31038_2015",NA
"31040_1994",2
"31040_1995",2
"31040_1996",NA
"31040_1997",NA
"31040_1998",1
"31040_1999",NA
"31040_2000",NA
"31040_2001",NA
"31040_2002",NA
"31040_2003",NA
"31040_2004",1
"31040_2005",1
"31040_2006",3
"31040_2007",1
"31040_2008",1
"31040_2009",NA
"31040_2010",1
"31040_2011",1
"31040_2012",1
"31040_2013",NA
"31040_2014",NA
"31040_2015",1
"31041_1994",NA
"31041_1995",2
"31041_1996",1
"31041_1997",NA
"31041_1998",NA
"31041_1999",NA
"31041_2000",1
"31041_2001",NA
"31041_2002",1
"31041_2003",1
"31041_2004",1
"31041_2005",NA
"31041_2006",NA
"31041_2007",NA
"31041_2008",1
"31041_2009",1
"31041_2010",2
"31041_2011",NA
"31041_2012",NA
"31041_2013",NA
"31041_2014",1
"31041_2015",3
"31042_1994",1
"31042_1995",NA
"31042_1996",NA
"31042_1997",NA
"31042_1998",NA
"31042_1999",NA
"31042_2000",NA
"31042_2001",NA
"31042_2002",NA
"31042_2003",NA
"31042_2004",NA
"31042_2005",NA
"31042_2006",NA
"31042_2007",NA
"31042_2008",NA
"31042_2009",NA
"31042_2010",NA
"31042_2011",NA
"31042_2012",NA
"31042_2013",NA
"31042_2014",NA
"31042_2015",NA
"31044_1994",NA
"31044_1995",NA
"31044_1996",NA
"31044_1997",NA
"31044_1998",NA
"31044_1999",1
"31044_2000",NA
"31044_2001",NA
"31044_2002",NA
"31044_2003",NA
"31044_2004",NA
"31044_2005",1
"31044_2006",1
"31044_2007",NA
"31044_2008",NA
"31044_2009",NA
"31044_2010",NA
"31044_2011",NA
"31044_2012",NA
"31044_2013",NA
"31044_2014",NA
"31044_2015",NA
"31045_1994",NA
"31045_1995",NA
"31045_1996",NA
"31045_1997",NA
"31045_1998",NA
"31045_1999",NA
"31045_2000",NA
"31045_2001",NA
"31045_2002",NA
"31045_2003",NA
"31045_2004",NA
"31045_2005",NA
"31045_2006",NA
"31045_2007",NA
"31045_2008",NA
"31045_2009",NA
"31045_2010",NA
"31045_2011",NA
"31045_2012",NA
"31045_2013",NA
"31045_2014",NA
"31045_2015",NA
"31046_1994",NA
"31046_1995",NA
"31046_1996",NA
"31046_1997",NA
"31046_1998",NA
"31046_1999",NA
"31046_2000",NA
"31046_2001",NA
"31046_2002",NA
"31046_2003",NA
"31046_2004",NA
"31046_2005",NA
"31046_2006",NA
"31046_2007",NA
"31046_2008",NA
"31046_2009",1
"31046_2010",NA
"31046_2011",NA
"31046_2012",NA
"31046_2013",NA
"31046_2014",NA
"31046_2015",NA
"31047_1994",NA
"31047_1995",NA
"31047_1996",NA
"31047_1997",NA
"31047_1998",NA
"31047_1999",NA
"31047_2000",NA
"31047_2001",NA
"31047_2002",NA
"31047_2003",NA
"31047_2004",NA
"31047_2005",NA
"31047_2006",NA
"31047_2007",NA
"31047_2008",NA
"31047_2009",NA
"31047_2010",NA
"31047_2011",NA
"31047_2012",NA
"31047_2013",NA
"31047_2014",NA
"31047_2015",NA
"31048_1994",NA
"31048_1995",1
"31048_1996",1
"31048_1997",NA
"31048_1998",NA
"31048_1999",NA
"31048_2000",NA
"31048_2001",NA
"31048_2002",1
"31048_2003",NA
"31048_2004",NA
"31048_2005",1
"31048_2006",NA
"31048_2007",NA
"31048_2008",1
"31048_2009",NA
"31048_2010",NA
"31048_2011",NA
"31048_2012",5
"31048_2013",NA
"31048_2014",NA
"31048_2015",2
"31049_1994",NA
"31049_1995",NA
"31049_1996",NA
"31049_1997",NA
"31049_1998",NA
"31049_1999",NA
"31049_2000",NA
"31049_2001",NA
"31049_2002",NA
"31049_2003",NA
"31049_2004",NA
"31049_2005",NA
"31049_2006",NA
"31049_2007",NA
"31049_2008",NA
"31049_2009",NA
"31049_2010",NA
"31049_2011",NA
"31049_2012",NA
"31049_2013",NA
"31049_2014",NA
"31049_2015",NA
"31050_1994",19
"31050_1995",25
"31050_1996",25
"31050_1997",25
"31050_1998",25
"31050_1999",14
"31050_2000",27
"31050_2001",21
"31050_2002",22
"31050_2003",15
"31050_2004",16
"31050_2005",21
"31050_2006",15
"31050_2007",28
"31050_2008",33
"31050_2009",18
"31050_2010",22
"31050_2011",38
"31050_2012",19
"31050_2013",28
"31050_2014",24
"31050_2015",29
"31051_1994",NA
"31051_1995",NA
"31051_1996",NA
"31051_1997",NA
"31051_1998",NA
"31051_1999",NA
"31051_2000",NA
"31051_2001",1
"31051_2002",NA
"31051_2003",NA
"31051_2004",NA
"31051_2005",NA
"31051_2006",1
"31051_2007",NA
"31051_2008",NA
"31051_2009",NA
"31051_2010",NA
"31051_2011",NA
"31051_2012",NA
"31051_2013",NA
"31051_2014",1
"31051_2015",NA
"31052_1994",NA
"31052_1995",3
"31052_1996",1
"31052_1997",NA
"31052_1998",1
"31052_1999",1
"31052_2000",NA
"31052_2001",NA
"31052_2002",NA
"31052_2003",NA
"31052_2004",NA
"31052_2005",2
"31052_2006",1
"31052_2007",1
"31052_2008",NA
"31052_2009",NA
"31052_2010",NA
"31052_2011",NA
"31052_2012",NA
"31052_2013",2
"31052_2014",NA
"31052_2015",NA
"31053_1994",1
"31053_1995",NA
"31053_1996",NA
"31053_1997",NA
"31053_1998",1
"31053_1999",NA
"31053_2000",NA
"31053_2001",NA
"31053_2002",1
"31053_2003",NA
"31053_2004",NA
"31053_2005",NA
"31053_2006",NA
"31053_2007",NA
"31053_2008",NA
"31053_2009",NA
"31053_2010",NA
"31053_2011",2
"31053_2012",NA
"31053_2013",NA
"31053_2014",NA
"31053_2015",NA
"31054_1994",NA
"31054_1995",NA
"31054_1996",NA
"31054_1997",NA
"31054_1998",NA
"31054_1999",NA
"31054_2000",1
"31054_2001",NA
"31054_2002",NA
"31054_2003",NA
"31054_2004",NA
"31054_2005",NA
"31054_2006",NA
"31054_2007",NA
"31054_2008",NA
"31054_2009",NA
"31054_2010",NA
"31054_2011",NA
"31054_2012",NA
"31054_2013",NA
"31054_2014",NA
"31054_2015",NA
"31055_1994",1
"31055_1995",NA
"31055_1996",NA
"31055_1997",NA
"31055_1998",NA
"31055_1999",NA
"31055_2000",NA
"31055_2001",NA
"31055_2002",NA
"31055_2003",NA
"31055_2004",NA
"31055_2005",NA
"31055_2006",NA
"31055_2007",NA
"31055_2008",NA
"31055_2009",NA
"31055_2010",NA
"31055_2011",NA
"31055_2012",NA
"31055_2013",NA
"31055_2014",NA
"31055_2015",NA
"31056_1994",1
"31056_1995",2
"31056_1996",NA
"31056_1997",3
"31056_1998",NA
"31056_1999",1
"31056_2000",NA
"31056_2001",NA
"31056_2002",3
"31056_2003",1
"31056_2004",5
"31056_2005",1
"31056_2006",NA
"31056_2007",NA
"31056_2008",NA
"31056_2009",1
"31056_2010",1
"31056_2011",1
"31056_2012",1
"31056_2013",3
"31056_2014",3
"31056_2015",1
"31057_1994",2
"31057_1995",NA
"31057_1996",NA
"31057_1997",NA
"31057_1998",NA
"31057_1999",NA
"31057_2000",NA
"31057_2001",NA
"31057_2002",1
"31057_2003",NA
"31057_2004",NA
"31057_2005",NA
"31057_2006",NA
"31057_2007",NA
"31057_2008",NA
"31057_2009",NA
"31057_2010",1
"31057_2011",NA
"31057_2012",NA
"31057_2013",NA
"31057_2014",1
"31057_2015",NA
"31058_1994",NA
"31058_1995",NA
"31058_1996",1
"31058_1997",NA
"31058_1998",5
"31058_1999",1
"31058_2000",NA
"31058_2001",NA
"31058_2002",NA
"31058_2003",NA
"31058_2004",NA
"31058_2005",NA
"31058_2006",1
"31058_2007",1
"31058_2008",NA
"31058_2009",1
"31058_2010",NA
"31058_2011",NA
"31058_2012",NA
"31058_2013",NA
"31058_2014",1
"31058_2015",2
"31059_1994",4
"31059_1995",3
"31059_1996",1
"31059_1997",NA
"31059_1998",2
"31059_1999",1
"31059_2000",2
"31059_2001",1
"31059_2002",2
"31059_2003",3
"31059_2004",2
"31059_2005",1
"31059_2006",1
"31059_2007",1
"31059_2008",NA
"31059_2009",NA
"31059_2010",NA
"31059_2011",1
"31059_2012",2
"31059_2013",1
"31059_2014",NA
"31059_2015",3
"31061_1994",NA
"31061_1995",NA
"31061_1996",NA
"31061_1997",NA
"31061_1998",NA
"31061_1999",NA
"31061_2000",NA
"31061_2001",NA
"31061_2002",NA
"31061_2003",NA
"31061_2004",NA
"31061_2005",NA
"31061_2006",NA
"31061_2007",NA
"31061_2008",NA
"31061_2009",NA
"31061_2010",NA
"31061_2011",NA
"31061_2012",NA
"31061_2013",NA
"31061_2014",NA
"31061_2015",1
"31062_1994",NA
"31062_1995",1
"31062_1996",NA
"31062_1997",NA
"31062_1998",1
"31062_1999",NA
"31062_2000",NA
"31062_2001",NA
"31062_2002",NA
"31062_2003",NA
"31062_2004",NA
"31062_2005",NA
"31062_2006",NA
"31062_2007",NA
"31062_2008",NA
"31062_2009",NA
"31062_2010",NA
"31062_2011",NA
"31062_2012",NA
"31062_2013",1
"31062_2014",NA
"31062_2015",1
"31063_1994",NA
"31063_1995",NA
"31063_1996",NA
"31063_1997",NA
"31063_1998",NA
"31063_1999",NA
"31063_2000",NA
"31063_2001",NA
"31063_2002",NA
"31063_2003",NA
"31063_2004",NA
"31063_2005",NA
"31063_2006",NA
"31063_2007",NA
"31063_2008",1
"31063_2009",NA
"31063_2010",NA
"31063_2011",NA
"31063_2012",NA
"31063_2013",NA
"31063_2014",NA
"31063_2015",NA
"31064_1994",NA
"31064_1995",NA
"31064_1996",NA
"31064_1997",NA
"31064_1998",NA
"31064_1999",NA
"31064_2000",NA
"31064_2001",NA
"31064_2002",NA
"31064_2003",NA
"31064_2004",NA
"31064_2005",NA
"31064_2006",1
"31064_2007",NA
"31064_2008",NA
"31064_2009",NA
"31064_2010",NA
"31064_2011",NA
"31064_2012",NA
"31064_2013",NA
"31064_2014",NA
"31064_2015",NA
"31066_1994",NA
"31066_1995",1
"31066_1996",NA
"31066_1997",1
"31066_1998",NA
"31066_1999",NA
"31066_2000",NA
"31066_2001",NA
"31066_2002",1
"31066_2003",NA
"31066_2004",NA
"31066_2005",NA
"31066_2006",NA
"31066_2007",NA
"31066_2008",NA
"31066_2009",NA
"31066_2010",NA
"31066_2011",NA
"31066_2012",NA
"31066_2013",NA
"31066_2014",NA
"31066_2015",NA
"31067_1994",1
"31067_1995",NA
"31067_1996",NA
"31067_1997",NA
"31067_1998",NA
"31067_1999",NA
"31067_2000",NA
"31067_2001",NA
"31067_2002",NA
"31067_2003",NA
"31067_2004",1
"31067_2005",NA
"31067_2006",NA
"31067_2007",NA
"31067_2008",1
"31067_2009",NA
"31067_2010",NA
"31067_2011",NA
"31067_2012",NA
"31067_2013",NA
"31067_2014",NA
"31067_2015",2
"31068_1994",1
"31068_1995",NA
"31068_1996",NA
"31068_1997",NA
"31068_1998",NA
"31068_1999",1
"31068_2000",NA
"31068_2001",NA
"31068_2002",NA
"31068_2003",NA
"31068_2004",NA
"31068_2005",NA
"31068_2006",NA
"31068_2007",NA
"31068_2008",NA
"31068_2009",NA
"31068_2010",NA
"31068_2011",NA
"31068_2012",NA
"31068_2013",NA
"31068_2014",NA
"31068_2015",NA
"31069_1994",NA
"31069_1995",1
"31069_1996",NA
"31069_1997",NA
"31069_1998",NA
"31069_1999",NA
"31069_2000",NA
"31069_2001",NA
"31069_2002",1
"31069_2003",NA
"31069_2004",NA
"31069_2005",NA
"31069_2006",1
"31069_2007",NA
"31069_2008",NA
"31069_2009",NA
"31069_2010",NA
"31069_2011",NA
"31069_2012",NA
"31069_2013",NA
"31069_2014",NA
"31069_2015",NA
"31072_1994",NA
"31072_1995",NA
"31072_1996",NA
"31072_1997",NA
"31072_1998",NA
"31072_1999",NA
"31072_2000",NA
"31072_2001",NA
"31072_2002",NA
"31072_2003",NA
"31072_2004",NA
"31072_2005",NA
"31072_2006",NA
"31072_2007",NA
"31072_2008",NA
"31072_2009",NA
"31072_2010",NA
"31072_2011",1
"31072_2012",NA
"31072_2013",NA
"31072_2014",NA
"31072_2015",NA
"31073_1994",NA
"31073_1995",NA
"31073_1996",NA
"31073_1997",NA
"31073_1998",2
"31073_1999",NA
"31073_2000",NA
"31073_2001",NA
"31073_2002",NA
"31073_2003",NA
"31073_2004",NA
"31073_2005",NA
"31073_2006",NA
"31073_2007",NA
"31073_2008",NA
"31073_2009",NA
"31073_2010",NA
"31073_2011",NA
"31073_2012",NA
"31073_2013",NA
"31073_2014",NA
"31073_2015",NA
"31074_1994",NA
"31074_1995",NA
"31074_1996",NA
"31074_1997",NA
"31074_1998",NA
"31074_1999",NA
"31074_2000",NA
"31074_2001",NA
"31074_2002",NA
"31074_2003",NA
"31074_2004",NA
"31074_2005",NA
"31074_2006",NA
"31074_2007",NA
"31074_2008",NA
"31074_2009",1
"31074_2010",NA
"31074_2011",NA
"31074_2012",NA
"31074_2013",NA
"31074_2014",1
"31074_2015",NA
"31076_1994",NA
"31076_1995",NA
"31076_1996",1
"31076_1997",NA
"31076_1998",NA
"31076_1999",1
"31076_2000",1
"31076_2001",NA
"31076_2002",NA
"31076_2003",NA
"31076_2004",NA
"31076_2005",NA
"31076_2006",NA
"31076_2007",NA
"31076_2008",NA
"31076_2009",NA
"31076_2010",NA
"31076_2011",NA
"31076_2012",1
"31076_2013",NA
"31076_2014",NA
"31076_2015",NA
"31077_1994",NA
"31077_1995",NA
"31077_1996",NA
"31077_1997",NA
"31077_1998",NA
"31077_1999",NA
"31077_2000",NA
"31077_2001",NA
"31077_2002",NA
"31077_2003",NA
"31077_2004",NA
"31077_2005",NA
"31077_2006",NA
"31077_2007",NA
"31077_2008",NA
"31077_2009",NA
"31077_2010",NA
"31077_2011",NA
"31077_2012",NA
"31077_2013",NA
"31077_2014",NA
"31077_2015",NA
"31079_1994",NA
"31079_1995",2
"31079_1996",4
"31079_1997",3
"31079_1998",1
"31079_1999",NA
"31079_2000",1
"31079_2001",1
"31079_2002",NA
"31079_2003",1
"31079_2004",1
"31079_2005",NA
"31079_2006",NA
"31079_2007",1
"31079_2008",NA
"31079_2009",NA
"31079_2010",NA
"31079_2011",NA
"31079_2012",1
"31079_2013",1
"31079_2014",3
"31079_2015",1
"31080_1994",NA
"31080_1995",NA
"31080_1996",NA
"31080_1997",NA
"31080_1998",NA
"31080_1999",NA
"31080_2000",NA
"31080_2001",NA
"31080_2002",NA
"31080_2003",1
"31080_2004",NA
"31080_2005",NA
"31080_2006",NA
"31080_2007",NA
"31080_2008",NA
"31080_2009",NA
"31080_2010",NA
"31080_2011",NA
"31080_2012",NA
"31080_2013",1
"31080_2014",NA
"31080_2015",NA
"31081_1994",1
"31081_1995",NA
"31081_1996",NA
"31081_1997",NA
"31081_1998",NA
"31081_1999",NA
"31081_2000",NA
"31081_2001",NA
"31081_2002",NA
"31081_2003",NA
"31081_2004",NA
"31081_2005",NA
"31081_2006",NA
"31081_2007",NA
"31081_2008",NA
"31081_2009",NA
"31081_2010",NA
"31081_2011",NA
"31081_2012",NA
"31081_2013",NA
"31081_2014",NA
"31081_2015",NA
"31082_1994",NA
"31082_1995",NA
"31082_1996",NA
"31082_1997",NA
"31082_1998",NA
"31082_1999",NA
"31082_2000",NA
"31082_2001",NA
"31082_2002",NA
"31082_2003",NA
"31082_2004",NA
"31082_2005",NA
"31082_2006",NA
"31082_2007",NA
"31082_2008",NA
"31082_2009",NA
"31082_2010",NA
"31082_2011",NA
"31082_2012",NA
"31082_2013",NA
"31082_2014",NA
"31082_2015",NA
"31084_1994",2
"31084_1995",NA
"31084_1996",NA
"31084_1997",NA
"31084_1998",NA
"31084_1999",NA
"31084_2000",NA
"31084_2001",1
"31084_2002",NA
"31084_2003",NA
"31084_2004",NA
"31084_2005",NA
"31084_2006",1
"31084_2007",NA
"31084_2008",NA
"31084_2009",NA
"31084_2010",NA
"31084_2011",NA
"31084_2012",NA
"31084_2013",NA
"31084_2014",NA
"31084_2015",2
"31085_1994",NA
"31085_1995",NA
"31085_1996",NA
"31085_1997",NA
"31085_1998",NA
"31085_1999",1
"31085_2000",NA
"31085_2001",1
"31085_2002",NA
"31085_2003",NA
"31085_2004",NA
"31085_2005",NA
"31085_2006",NA
"31085_2007",NA
"31085_2008",1
"31085_2009",1
"31085_2010",NA
"31085_2011",NA
"31085_2012",NA
"31085_2013",1
"31085_2014",NA
"31085_2015",1
"31087_1994",NA
"31087_1995",NA
"31087_1996",NA
"31087_1997",NA
"31087_1998",NA
"31087_1999",NA
"31087_2000",NA
"31087_2001",NA
"31087_2002",NA
"31087_2003",NA
"31087_2004",NA
"31087_2005",NA
"31087_2006",NA
"31087_2007",NA
"31087_2008",NA
"31087_2009",NA
"31087_2010",NA
"31087_2011",NA
"31087_2012",NA
"31087_2013",1
"31087_2014",NA
"31087_2015",NA
"31088_1994",NA
"31088_1995",NA
"31088_1996",NA
"31088_1997",NA
"31088_1998",NA
"31088_1999",NA
"31088_2000",NA
"31088_2001",NA
"31088_2002",1
"31088_2003",NA
"31088_2004",NA
"31088_2005",NA
"31088_2006",NA
"31088_2007",NA
"31088_2008",NA
"31088_2009",NA
"31088_2010",NA
"31088_2011",NA
"31088_2012",NA
"31088_2013",NA
"31088_2014",NA
"31088_2015",NA
"31089_1994",NA
"31089_1995",NA
"31089_1996",1
"31089_1997",1
"31089_1998",NA
"31089_1999",NA
"31089_2000",3
"31089_2001",NA
"31089_2002",2
"31089_2003",NA
"31089_2004",NA
"31089_2005",1
"31089_2006",NA
"31089_2007",1
"31089_2008",NA
"31089_2009",1
"31089_2010",NA
"31089_2011",NA
"31089_2012",3
"31089_2013",NA
"31089_2014",2
"31089_2015",NA
"31090_1994",NA
"31090_1995",NA
"31090_1996",NA
"31090_1997",NA
"31090_1998",NA
"31090_1999",1
"31090_2000",NA
"31090_2001",NA
"31090_2002",NA
"31090_2003",NA
"31090_2004",NA
"31090_2005",NA
"31090_2006",NA
"31090_2007",2
"31090_2008",NA
"31090_2009",NA
"31090_2010",NA
"31090_2011",NA
"31090_2012",NA
"31090_2013",NA
"31090_2014",1
"31090_2015",NA
"31091_1994",2
"31091_1995",NA
"31091_1996",NA
"31091_1997",NA
"31091_1998",NA
"31091_1999",NA
"31091_2000",NA
"31091_2001",1
"31091_2002",1
"31091_2003",NA
"31091_2004",NA
"31091_2005",NA
"31091_2006",NA
"31091_2007",1
"31091_2008",NA
"31091_2009",NA
"31091_2010",1
"31091_2011",NA
"31091_2012",NA
"31091_2013",1
"31091_2014",NA
"31091_2015",1
"31092_1994",NA
"31092_1995",NA
"31092_1996",NA
"31092_1997",NA
"31092_1998",NA
"31092_1999",1
"31092_2000",NA
"31092_2001",1
"31092_2002",NA
"31092_2003",NA
"31092_2004",NA
"31092_2005",NA
"31092_2006",NA
"31092_2007",NA
"31092_2008",NA
"31092_2009",NA
"31092_2010",NA
"31092_2011",NA
"31092_2012",NA
"31092_2013",NA
"31092_2014",NA
"31092_2015",NA
"31093_1994",NA
"31093_1995",1
"31093_1996",NA
"31093_1997",1
"31093_1998",NA
"31093_1999",NA
"31093_2000",NA
"31093_2001",NA
"31093_2002",NA
"31093_2003",NA
"31093_2004",1
"31093_2005",NA
"31093_2006",NA
"31093_2007",NA
"31093_2008",NA
"31093_2009",NA
"31093_2010",NA
"31093_2011",1
"31093_2012",NA
"31093_2013",NA
"31093_2014",NA
"31093_2015",NA
"31096_1994",2
"31096_1995",1
"31096_1996",2
"31096_1997",2
"31096_1998",NA
"31096_1999",2
"31096_2000",3
"31096_2001",1
"31096_2002",3
"31096_2003",2
"31096_2004",3
"31096_2005",2
"31096_2006",7
"31096_2007",NA
"31096_2008",1
"31096_2009",4
"31096_2010",2
"31096_2011",3
"31096_2012",2
"31096_2013",NA
"31096_2014",NA
"31096_2015",1
"31097_1994",NA
"31097_1995",NA
"31097_1996",NA
"31097_1997",NA
"31097_1998",NA
"31097_1999",NA
"31097_2000",NA
"31097_2001",NA
"31097_2002",NA
"31097_2003",NA
"31097_2004",NA
"31097_2005",NA
"31097_2006",NA
"31097_2007",NA
