"CVE_MUN","IM","POB_TOT","AÑO","muniYear"
"07069",0.495,46439,2005,"07069_2005"
"07020",1.063,46405,2015,"07020_2015"
"07015",0.092,45594,2015,"07015_2015"
"07077",1.609,45450,1995,"07077_1995"
"07027",-0.2,45143,1990,"07027_1990"
"07074",-0.901,45104,2015,"07074_2015"
"07041",0.515,44891,2015,"07041_2015"
"07040",-0.301,44496,1990,"07040_1990"
"07081",1.564,44295,2015,"07081_2015"
"07034",0.389,44222,1990,"07034_1990"
"07020",1.042,44082,2010,"07020_2010"
"07051",0.368,43913,2010,"07051_2010"
"07015",0.006,43811,2010,"07015_2010"
"07093",1.266,43593,2015,"07093_2015"
"07064",1.659,43350,2010,"07064_2010"
"07106",0.235,43334,1990,"07106_1990"
"07069",0.332,43248,1990,"07069_1990"
"07012",0.48,43179,2010,"07012_2010"
"07094",1.097,43175,2015,"07094_2015"
"07102",0.298,41823,2015,"07102_2015"
"07064",2.172,41819,1995,"07064_1995"
"07077",1.589,41583,1990,"07077_1990"
"07064",1.788,41423,2005,"07064_2005"
"07092",0.788,41305,2015,"07092_2015"
"07041",0.694,41266,2010,"07041_2010"
"07111",1.692,41112,2015,"07111_2015"
"07092",0.635,41045,2010,"07092_2010"
"07015",0.098,40975,2005,"07015_2005"
"07074",-0.728,40711,2010,"07074_2010"
"07081",1.083,40297,2010,"07081_2010"
"07093",1.183,40268,2010,"07093_2010"
"07020",1.091,40189,2005,"07020_2005"
"07009",-0.27,40114,2015,"07009_2015"
"07009",-0.148,40042,2010,"07009_2010"
"07020",0.928,39770,2000,"07020_2000"
"07026",1.958,39648,2015,"07026_2015"
"07051",0.192,39293,1995,"07051_1995"
"07079",0.22,39204,2015,"07079_2015"
"07009",-0.561,39164,1995,"07009_1995"
"07046",0.28,39109,2015,"07046_2015"
"07051",0.257,39055,2000,"07051_2000"
"07015",-0.033,39033,2000,"07015_2000"
"07087",0.581,38797,2015,"07087_2015"
"07009",-0.292,38572,2005,"07009_2005"
"07092",0.669,38383,2000,"07092_2000"
"07080",1.075,38143,2010,"07080_2010"
"07009",-0.418,37989,2000,"07009_2000"
"07051",0.233,37945,2005,"07051_2005"
"07064",1.852,37887,2000,"07064_2000"
"07109",1.347,37833,2015,"07109_2015"
"07093",1.38,37826,2005,"07093_2005"
"07046",0.251,37818,2010,"07046_2010"
"07102",0.337,37737,2010,"07102_2010"
"07094",0.936,37607,2010,"07094_2010"
"07092",0.815,37543,2005,"07092_2005"
"07020",0.464,37456,1995,"07020_1995"
"07041",0.645,36951,2005,"07041_2005"
"07111",1.654,36489,2010,"07111_2010"
"07009",-0.681,36224,1990,"07009_1990"
"07026",1.801,36111,2010,"07026_2010"
"07080",1.298,35871,2005,"07080_2005"
"07046",0.266,35831,2005,"07046_2005"
"07015",0.025,35738,1995,"07015_1995"
"07046",-0.155,35403,1995,"07046_1995"
"07080",0.992,35192,2015,"07080_2015"
"07015",-0.091,35070,1990,"07015_1990"
"07087",0.622,35056,2010,"07087_2010"
"07037",0.513,35017,2015,"07037_2015"
"07013",0.658,34997,2015,"07013_2015"
"07092",0.222,34988,1995,"07092_1995"
"07046",0.147,34937,2000,"07046_2000"
"07074",-0.776,34896,2005,"07074_2005"
"07051",0.384,34882,1990,"07051_1990"
"07064",1.624,34868,1990,"07064_1990"
"07112",2.6,34829,2015,"07112_2015"
"07074",-0.675,34809,2000,"07074_2000"
"07046",-0.154,34802,1990,"07046_1990"
"07030",0.789,34744,2015,"07030_2015"
"07026",2.41,34508,1995,"07026_1995"
"07092",0.423,34465,1990,"07092_1990"
"07100",1.557,34305,2015,"07100_2015"
"07102",0.427,34101,2005,"07102_2005"
"07109",1.225,34028,2010,"07109_2010"
"07012",0.177,33842,2005,"07012_2005"
"07102",0.39,33467,2000,"07102_2000"
"07037",0.729,33444,2010,"07037_2010"
"07020",0.512,33338,1990,"07020_1990"
"07093",1.372,33161,2000,"07093_2000"
"07079",0.128,33060,2010,"07079_2010"
"07087",0.461,32976,2005,"07087_2005"
"07004",1.412,32872,2015,"07004_2015"
"07080",1.27,32457,2000,"07080_2000"
"07081",1.353,32451,2005,"07081_2005"
"07102",0.752,32395,1995,"07102_1995"
"07094",1.105,32368,2005,"07094_2005"
"07102",0.576,32348,1990,"07102_1990"
"07074",-0.738,32283,1995,"07074_1995"
"07041",0.719,32245,2000,"07041_2000"
"07072",0.849,31942,2015,"07072_2015"
"07032",0.314,31822,2015,"07032_2015"
"07026",1.79,31788,2005,"07026_2005"
"07103",0.616,31755,2015,"07103_2015"
"07100",1.753,31723,2010,"07100_2010"
"07081",1.324,31615,2000,"07081_2000"
"07030",0.98,31515,2010,"07030_2010"
"07037",0.564,31464,2000,"07037_2000"
"07109",0.922,31457,2005,"07109_2005"
"07002",0.276,31424,2015,"07002_2015"
"07068",0.123,31107,2015,"07068_2015"
"07072",0.929,31075,2010,"07072_2010"
"07111",1.807,31061,2005,"07111_2005"
"07074",-0.64,30875,1990,"07074_1990"
"07080",1.062,30777,1995,"07080_1995"
"07006",0.508,30732,2015,"07006_2015"
"07026",1.879,30680,1990,"07026_1990"
"07013",0.539,30642,2010,"07013_2010"
"07037",0.584,30450,2005,"07037_2005"
"07037",0.633,30356,1995,"07037_1995"
"07087",0.288,30251,2000,"07087_2000"
"07032",0.539,30068,2010,"07032_2010"
"07041",1.266,29996,1995,"07041_1995"
"07004",1.108,29865,2010,"07004_2010"
"07068",-0.029,29813,2010,"07068_2010"
"07111",1.835,29754,2000,"07111_2000"
"07080",1.347,29629,1990,"07080_1990"
"07068",0.257,29583,2005,"07068_2005"
"07006",0.856,29547,2010,"07006_2010"
"07079",0.287,29543,2005,"07079_2005"
"07068",0.41,29357,2000,"07068_2000"
"07081",1.693,29328,1995,"07081_1995"
"07054",0.822,29239,2015,"07054_2015"
"07112",2.028,29016,2010,"07112_2010"
"07071",0.73,28961,2015,"07071_2015"
"07002",0.365,28947,2010,"07002_2010"
"07100",1.824,28884,2005,"07100_2005"
"07008",0.876,28883,2005,"07008_2005"
"07012",0.109,28719,2000,"07012_2000"
"07087",0.427,28498,1995,"07087_1995"
"07003",0.739,28380,2015,"07003_2015"
"07037",0.69,28335,1990,"07037_1990"
"07075",1.394,28261,2015,"07075_2015"
"07030",1.051,28260,2005,"07030_2005"
"07008",0.72,28162,2015,"07008_2015"
"07103",0.747,28137,2010,"07103_2010"
"07032",0.368,28064,2000,"07032_2000"
"07081",1.218,28038,1990,"07081_1990"
"07071",0.923,27899,2010,"07071_2010"
"07072",1.185,27832,2005,"07072_2005"
"07093",1.307,27614,1995,"07093_1995"
"07003",0.869,27580,2010,"07003_2010"
"07032",0.602,27364,2005,"07032_2005"
"07026",1.901,27331,2000,"07026_2000"
"07068",0.34,27312,1990,"07068_1990"
"07093",1.453,27217,1990,"07093_1990"
"07044",0.483,27198,2015,"07044_2015"
"07112",3.159,27150,1995,"07112_1995"
"07041",0.835,27073,1990,"07041_1990"
"07094",0.931,26996,2000,"07094_2000"
"07076",1.872,26921,2015,"07076_2015"
"07100",1.673,26866,2000,"07100_2000"
"07071",0.735,26706,2000,"07071_2000"
"07008",0.667,26628,2010,"07008_2010"
"07054",0.751,26573,2010,"07054_2010"
"07013",0.478,26446,2005,"07013_2005"
"07079",0.354,26436,2000,"07079_2000"
"07071",0.772,26414,2005,"07071_2005"
"07030",0.79,26392,1995,"07030_1995"
"07012",0.376,26301,1995,"07012_1995"
"07032",0.244,26282,1995,"07032_1995"
"07006",0.743,26094,2000,"07006_2000"
"07109",0.72,26044,2000,"07109_2000"
"07002",0.364,26003,2005,"07002_2005"
"07068",0.228,25987,1995,"07068_1995"
"07087",0.292,25739,1990,"07087_1990"
"07003",0.468,25647,1995,"07003_1995"
"07071",0.658,25535,1995,"07071_1995"
"07075",1,25530,2010,"07075_2010"
"07006",0.731,25346,2005,"07006_2005"
"07076",1.344,25187,2010,"07076_2010"
"07003",0.568,25154,2000,"07003_2000"
"07030",0.952,24994,2000,"07030_2000"
"07075",1.081,24969,2005,"07075_2005"
"07112",1.975,24906,2005,"07112_2005"
"07032",0.312,24805,1990,"07032_1990"
"07002",0.282,24754,2000,"07002_2000"
"07030",0.917,24753,1990,"07030_1990"
"07004",0.992,24725,2005,"07004_2005"
"07111",1.7,24631,1995,"07111_1995"
"07044",0.623,24517,2010,"07044_2010"
"07103",0.711,24417,2005,"07103_2005"
"07072",1.255,24405,2000,"07072_2000"
"07109",0.786,24216,1995,"07109_1995"
"07071",0.803,24182,1990,"07071_1990"
"07003",0.68,24165,2005,"07003_2005"
"07008",0.33,24094,1995,"07008_1995"
"07054",0.716,24079,2000,"07054_2000"
"07086",0.026,24049,2015,"07086_2015"
"07054",0.634,24017,2005,"07054_2005"
"07049",1.206,23889,2015,"07049_2015"
"07003",0.764,23871,1990,"07003_1990"
"07076",1.52,23675,2005,"07076_2005"
"07038",1.024,23625,2015,"07038_2015"
"07002",-0.06,23553,1995,"07002_1995"
"07054",0.502,23293,1995,"07054_1995"
"07006",0.661,23200,1995,"07006_1995"
"07103",0.61,23180,2000,"07103_2000"
"07039",1.249,23172,2015,"07039_2015"
"07079",0.182,23047,1995,"07079_1995"
"07103",0.732,23007,1990,"07103_1990"
"07103",0.283,22833,1995,"07103_1995"
"07013",0.577,22722,2000,"07013_2000"
"07100",2.106,22682,1995,"07100_1995"
"07014",1.261,22606,2015,"07014_2015"
"07006",0.802,22578,1990,"07006_1990"
"07039",1.313,22536,2010,"07039_2010"
"07094",0.67,22403,1995,"07094_1995"
"07111",1.651,22392,1990,"07111_1990"
"07079",0.276,22388,1990,"07079_1990"
"07100",1.671,22373,1990,"07100_1990"
"07012",0.265,22170,1990,"07012_1990"
"07109",0.86,22076,1990,"07109_1990"
"07008",0.526,22023,1990,"07008_1990"
"07066",2.479,22011,2015,"07066_2015"
"07004",1.065,21948,2000,"07004_2000"
"07008",0.559,21848,2000,"07008_2000"
"07021",0.403,21800,2015,"07021_2015"
"07044",0.501,21705,2005,"07044_2005"
"07038",1.518,21507,2010,"07038_2010"
"07054",0.74,21464,1990,"07054_1990"
"07005",1.558,21275,2010,"07005_2010"
"07048",0.012,21222,2015,"07048_2015"
"07112",2.488,21206,1990,"07112_1990"
"07076",1.415,21156,2000,"07076_2000"
"07075",0.949,21100,2000,"07075_2000"
"07048",0.195,21084,2010,"07048_2010"
"07002",-0.036,21051,1990,"07002_1990"
"07021",0.298,21050,2010,"07021_2010"
"07086",-0.157,21045,2010,"07086_2010"
"07048",0.463,20903,1990,"07048_1990"
"07072",1.165,20819,1995,"07072_1995"
"07112",2.143,20688,2000,"07112_2000"
"07047",0.776,20606,2015,"07047_2015"
"07066",2.13,20589,2010,"07066_2010"
"07048",0.441,20451,1995,"07048_1995"
"07049",1.37,20349,2010,"07049_2010"
"07021",0.451,20257,2005,"07021_2005"
"07114",0.926,20193,2015,"07114_2015"
"07048",0.28,20173,2005,"07048_2005"
"07011",0.644,20142,2015,"07011_2015"
"07039",1.662,20087,2005,"07039_2005"
"07039",1.796,20041,2000,"07039_2000"
"07048",0.405,19956,2000,"07048_2000"
"07005",1.754,19637,2005,"07005_2005"
"07075",0.873,19503,1995,"07075_1995"
"07005",1.398,19348,2015,"07005_2015"
"07021",0.448,19298,2000,"07021_2000"
"07011",0.662,19281,2010,"07011_2010"
"07076",2.191,19231,1995,"07076_1995"
"07066",2.262,19228,2005,"07066_2005"
"07038",1.578,19018,2005,"07038_2005"
"07004",2.008,18841,1995,"07004_1995"
"07005",1.758,18778,2000,"07005_2000"
"07047",0.752,18683,2010,"07047_2010"
"07038",1.411,18630,2000,"07038_2000"
"07014",1.048,18559,2010,"07014_2010"
"07083",0.862,18539,2015,"07083_2015"
"07044",0.597,18533,2000,"07044_2000"
"07038",2.136,18409,1995,"07038_1995"
"07086",-0.01,18406,2005,"07086_2005"
"07011",0.798,18205,2000,"07011_2000"
"07094",0.785,18186,1990,"07094_1990"
"07062",0.72,18128,2015,"07062_2015"
"07001",0.237,18082,2015,"07001_2015"
"07039",1.998,17742,1995,"07039_1995"
"07038",1.608,17669,1990,"07038_1990"
"07011",0.77,17553,2005,"07011_2005"
"07072",1.34,17490,1990,"07072_1990"
"07076",1.652,17475,1990,"07076_1990"
"07013",1.094,17368,1995,"07013_1995"
"07049",1.664,17320,2005,"07049_2005"
"07114",0.876,17282,2010,"07114_2010"
"07016",0.362,17140,2010,"07016_2010"
"07083",0.759,17125,2010,"07083_2010"
"07011",1.115,17087,1990,"07011_1990"
"07062",0.951,17067,2010,"07062_2010"
"07016",0.578,17065,2015,"07016_2015"
"07021",0.16,17035,1995,"07021_1995"
"07004",1.555,17026,1990,"07004_1990"
"07062",1.234,17026,2000,"07062_2000"
"07001",0.381,16814,2010,"07001_2010"
"07011",0.771,16803,1995,"07011_1995"
"07022",2.853,16803,2015,"07022_2015"
"07075",0.844,16617,1990,"07075_1990"
"07049",1.5,16538,2000,"07049_2000"
"07044",0.312,16402,1995,"07044_1995"
"07062",1.136,16392,2005,"07062_2005"
"07066",1.746,16262,2000,"07066_2000"
"07062",1.172,16201,1990,"07062_1990"
"07021",0.433,16192,1990,"07021_1990"
"07013",0.688,16148,1990,"07013_1990"
"07039",1.578,16109,1990,"07039_1990"
"07086",0.021,15890,2000,"07086_2000"
"07083",1.02,15885,2005,"07083_2005"
"07016",0.502,15876,2005,"07016_2005"
"07016",0.437,15709,2000,"07016_2000"
"07016",0.051,15689,1995,"07016_1995"
"07105",0.416,15350,2015,"07105_2015"
"07104",0.535,15316,2015,"07104_2015"
"07049",2.033,15303,1990,"07049_1990"
"07114",1.129,15213,2005,"07114_2005"
"07005",1.236,15187,1995,"07005_1995"
"07083",1.094,15171,2000,"07083_2000"
"07014",1.355,15105,1995,"07014_1995"
"07047",0.954,15005,2005,"07047_2005"
"07014",0.891,14993,2000,"07014_2000"
"07049",1.968,14944,1995,"07049_1995"
"07014",1.074,14932,2005,"07014_2005"
"07005",1.744,14799,1990,"07005_1990"
"07001",0.491,14653,2005,"07001_2005"
"07114",1.745,14436,2000,"07114_2000"
"07035",0.579,14416,2015,"07035_2015"
"07016",0.359,14391,1990,"07016_1990"
"07001",0.491,14189,2000,"07001_2000"
"07070",0.484,14121,2015,"07070_2015"
"07105",0.22,14089,2010,"07105_2010"
"07066",1.846,14073,1995,"07066_1995"
"07086",-0.12,14046,1995,"07086_1995"
"07022",2.738,14027,2010,"07022_2010"
"07104",0.573,14009,2010,"07104_2010"
"07014",1.07,13973,1990,"07014_1990"
"07105",0.204,13934,2000,"07105_2000"
"07082",3.947,13844,2015,"07082_2015"
"07083",0.674,13819,1995,"07083_1995"
"07062",0.696,13795,1995,"07062_1995"
"07105",0.161,13620,1990,"07105_1990"
"07105",0.311,13459,2005,"07105_2005"
"07022",2.354,13295,2005,"07022_2005"
"07044",0.519,13203,1990,"07044_1990"
"07070",1.065,13201,2010,"07070_2010"
"07066",1.834,13131,1990,"07066_1990"
"07047",0.936,13076,2000,"07047_2000"
"07115",1.689,12945,2015,"07115_2015"
"07091",-0.018,12887,2015,"07091_2015"
"07105",0.209,12835,1995,"07105_1995"
"07070",1.185,12831,2005,"07070_2005"
"07104",0.641,12757,2005,"07104_2005"
"07035",0.447,12665,2010,"07035_2010"
"07001",0.403,12607,1995,"07001_1995"
"07060",1.846,12508,2015,"07060_2015"
"07086",-0.21,12293,1990,"07086_1990"
"07082",3.122,12269,2010,"07082_2010"
"07022",2.768,12256,2000,"07022_2000"
"07024",1.475,12181,2015,"07024_2015"
"07091",-0.02,12170,2010,"07091_2010"
"07067",1.302,12136,2015,"07067_2015"
"07104",0.821,11925,2000,"07104_2000"
"07056",2.121,11906,2015,"07056_2015"
"07060",1.701,11878,2010,"07060_2010"
"07001",0.821,11736,1990,"07001_1990"
"07070",0.979,11641,2000,"07070_2000"
"07115",1.527,11451,2010,"07115_2010"
"07116",1.182,11444,2015,"07116_2015"
"07047",0.693,11403,1995,"07047_1995"
"07083",0.853,11368,1990,"07083_1990"
"07042",0.49,11342,2015,"07042_2015"
"07056",1.906,11157,2010,"07056_2010"
"07115",1.615,11147,2000,"07115_2000"
"07035",0.641,10917,2000,"07035_2000"
"07115",1.528,10906,2005,"07115_2005"
"07035",0.516,10902,2005,"07035_2005"
"07104",0.522,10877,1995,"07104_1995"
"07067",1.217,10870,2010,"07067_2010"
"07070",1.206,10834,1990,"07070_1990"
"07024",1.511,10817,2010,"07024_2010"
"07043",0.596,10772,2015,"07043_2015"
"07085",0.292,10707,2015,"07085_2015"
"07070",1.023,10574,1995,"07070_1995"
"07060",1.619,10543,2005,"07060_2005"
"07091",0.235,10349,2000,"07091_2000"
"07082",3.355,10246,2005,"07082_2005"
"07042",0.703,10239,2010,"07042_2010"
"07043",0.41,10176,2010,"07043_2010"
"07091",0.28,9934,2005,"07091_2005"
"07007",2.191,9913,2015,"07007_2015"
"07022",2.783,9901,1995,"07022_1995"
"07116",1.296,9856,2010,"07116_2010"
"07035",0.571,9852,1995,"07035_1995"
"07104",0.839,9845,1990,"07104_1990"
"07067",1.373,9785,2005,"07067_2005"
"07085",0.381,9740,2010,"07085_2010"
"07047",0.897,9702,1990,"07047_1990"
"07043",0.638,9696,2005,"07043_2005"
"07073",0.509,9578,2015,"07073_2015"
"07035",0.669,9446,1990,"07035_1990"
"07022",2.144,9442,1990,"07022_1990"
"07060",1.858,9271,2000,"07060_2000"
"07018",0.746,9210,2015,"07018_2015"
"07043",0.571,9143,2000,"07043_2000"
"07024",1.696,9050,2005,"07024_2005"
"07056",2.048,9042,2005,"07056_2005"
"07073",0.53,9002,2010,"07073_2010"
"07091",0.172,8939,1995,"07091_1995"
"07042",0.933,8877,2000,"07042_2000"
"07085",0.554,8852,2005,"07085_2005"
"07042",0.873,8734,2005,"07042_2005"
"07007",2.057,8728,2010,"07007_2010"
"07116",1.986,8580,2000,"07116_2000"
"07067",1.754,8566,2000,"07067_2000"
"07116",1.611,8538,2005,"07116_2005"
"07007",2.012,8506,2005,"07007_2005"
"07091",0.257,8491,1990,"07091_1990"
"07018",0.673,8444,2010,"07018_2010"
"07043",0.21,8180,1995,"07043_1995"
"07084",0.863,8082,2015,"07084_2015"
"07084",0.417,8065,2010,"07084_2010"
"07082",2.659,7987,2000,"07082_2000"
"07073",0.722,7965,2005,"07073_2005"
"07084",0.915,7900,2005,"07084_2005"
"07042",0.74,7796,1995,"07042_1995"
"07053",0.795,7793,2010,"07053_2010"
"07084",0.861,7784,2000,"07084_2000"
"07053",0.348,7769,2015,"07053_2015"
"07085",0.554,7767,2000,"07085_2000"
"07117",1.01,7682,2015,"07117_2015"
"07018",0.921,7681,2005,"07018_2005"
"07025",0.343,7644,2015,"07025_2015"
"07010",1.097,7623,2010,"07010_2010"
"07056",1.902,7602,2000,"07056_2000"
"07024",2.09,7568,2000,"07024_2000"
"07024",2.52,7542,1995,"07024_1995"
"07053",0.843,7498,1995,"07053_1995"
"07010",1.08,7494,2015,"07010_2015"
"07053",0.946,7491,1990,"07053_1990"
"07033",1.11,7430,2015,"07033_2015"
"07043",0.635,7365,1990,"07043_1990"
"07060",1.805,7341,1995,"07060_1995"
"07025",0.925,7332,2010,"07025_2010"
"07042",0.944,7306,1990,"07042_1990"
"07098",1.435,7284,2015,"07098_2015"
"07036",0.756,7272,2010,"07036_2010"
"07018",1.021,7217,2000,"07018_2000"
"07110",1.31,7202,2015,"07110_2015"
"07024",1.998,7195,1990,"07024_1990"
"07053",0.59,7180,2000,"07053_2000"
"07025",0.824,7124,2005,"07025_2005"
"07067",1.595,7087,1990,"07067_1990"
"07085",0.282,7062,1995,"07085_1995"
"07067",1.466,7061,1995,"07067_1995"
"07036",0.482,7057,2015,"07036_2015"
"07033",1.171,7000,2010,"07033_2010"
"07025",1.19,6965,2000,"07025_2000"
"07084",0.558,6926,1995,"07084_1995"
"07117",1.034,6900,2010,"07117_2010"
"07073",1.086,6870,2000,"07073_2000"
"07053",0.697,6845,2005,"07053_2005"
"07007",1.601,6775,1995,"07007_1995"
"07110",1.22,6734,2010,"07110_2010"
"07036",0.924,6723,2005,"07036_2005"
"07113",1.173,6712,2015,"07113_2015"
"07010",1.356,6673,2000,"07010_2000"
"07082",2.323,6640,1990,"07082_1990"
"07010",1.288,6612,2005,"07010_2005"
"07007",1.695,6559,2000,"07007_2000"
"07117",1.126,6511,2005,"07117_2005"
"07056",2.16,6506,1995,"07056_1995"
"07033",1.598,6454,2005,"07033_2005"
"07018",0.737,6435,1995,"07018_1995"
"07084",0.717,6417,1990,"07084_1990"
"07025",0.977,6388,1995,"07025_1995"
"07060",1.737,6386,1990,"07060_1990"
"07098",1.205,6375,2010,"07098_2010"
"07085",0.451,6243,1990,"07085_1990"
"07073",0.648,6167,1995,"07073_1995"
"07010",1.586,6126,1995,"07010_1995"
"07010",1.467,6114,1990,"07010_1990"
"07036",0.953,5969,2000,"07036_2000"
"07082",1.985,5940,1995,"07082_1995"
"07110",1.257,5918,2005,"07110_2005"
"07028",1.005,5899,2015,"07028_2015"
"07098",1.251,5839,2005,"07098_2005"
"07056",2.35,5783,1990,"07056_1990"
"07018",0.791,5746,1990,"07018_1990"
"07055",0.002,5743,2015,"07055_2015"
"07007",1.654,5681,1990,"07007_1990"
"07110",1.41,5673,2000,"07110_2000"
"07036",1.035,5644,1995,"07036_1995"
"07025",1.462,5552,1990,"07025_1990"
"07098",1.285,5513,2000,"07098_2000"
"07045",1.049,5478,2010,"07045_2010"
"07073",1.037,5431,1990,"07073_1990"
"07028",0.733,5405,2010,"07028_2010"
"07045",0.845,5384,2015,"07045_2015"
"07036",1.098,5325,1990,"07036_1990"
"07050",0.454,5288,2000,"07050_2000"
"07050",0.497,5286,2005,"07050_2005"
"07028",0.744,5242,2000,"07028_2000"
"07033",2.002,5236,2000,"07033_2000"
"07118",1.336,5163,2015,"07118_2015"
"07050",0.061,5141,1995,"07050_1995"
"07050",0.399,5114,1990,"07050_1990"
"07029",0.061,5112,2005,"07029_2005"
"07117",0.962,5086,2000,"07117_2000"
"07113",1.379,5072,2010,"07113_2010"
"07055",0.08,5033,2010,"07055_2010"
"07029",0.04,5018,2010,"07029_2010"
"07029",-0.022,5000,2015,"07029_2015"
"07050",0.372,4974,2010,"07050_2010"
"07028",0.79,4957,2005,"07028_2005"
"07050",0.323,4915,2015,"07050_2015"
"07045",1.227,4911,2005,"07045_2005"
"07113",2.329,4906,2005,"07113_2005"
"07055",0.13,4806,2005,"07055_2005"
"07055",0.029,4794,2000,"07055_2000"
"07028",0.269,4770,1995,"07028_1995"
"07110",0.735,4723,1995,"07110_1995"
"07045",1.347,4707,2000,"07045_2000"
"07098",0.62,4671,1995,"07098_1995"
"07118",1.372,4545,2010,"07118_2010"
"07045",0.833,4515,1995,"07045_1995"
"07028",0.71,4497,1990,"07028_1990"
"07055",-0.177,4381,1995,"07055_1995"
"07029",-0.005,4345,2000,"07029_2000"
"07058",1.028,4317,2010,"07058_2010"
"07058",1.259,4262,2015,"07058_2015"
"07045",1.274,4240,1990,"07045_1990"
"07110",1.109,4239,1990,"07110_1990"
"07098",1.227,4218,1990,"07098_1990"
"07090",0.751,4121,2010,"07090_2010"
"07033",1.69,4061,1995,"07033_1995"
"07055",-0.023,3961,1990,"07055_1990"
"07058",1.296,3935,2005,"07058_2005"
"07090",0.748,3928,2005,"07090_2005"
"07029",-0.214,3906,1995,"07029_1995"
"07033",2.096,3903,1990,"07033_1990"
"07090",0.444,3839,2015,"07090_2015"
"07063",-0.128,3792,2010,"07063_2010"
"07119",1.566,3684,2015,"07119_2015"
"07063",0.019,3682,2015,"07063_2015"
"07029",0.095,3645,1990,"07029_1990"
"07090",1.013,3639,2000,"07090_2000"
"07113",2.577,3635,2000,"07113_2000"
"07063",0.062,3440,2005,"07063_2005"
"07118",1.278,3423,2000,"07118_2000"
"07090",1.22,3343,1990,"07090_1990"
"07058",0.071,3308,1995,"07058_1995"
"07090",0.724,3286,1995,"07090_1995"
"07119",1.278,3245,2010,"07119_2010"
"07118",1.498,3145,2005,"07118_2005"
"07058",NA,3135,2000,"07058_2000"
"07063",0.026,3132,2000,"07063_2000"
"07063",-0.392,3029,1995,"07063_1995"
"07058",0.506,2943,1990,"07058_1990"
"07119",2.219,2854,2005,"07119_2005"
"07063",-0.059,2633,1990,"07063_1990"
"07088",0.636,2283,2015,"07088_2015"
"07088",0.947,2235,2010,"07088_2010"
"07119",2.167,2174,2000,"07119_2000"
"07088",1.054,2088,2005,"07088_2005"
"07088",1.738,1936,2000,"07088_2000"
"07088",1.658,1739,1990,"07088_1990"
"07088",1.225,1431,1995,"07088_1995"
"08037",-1.522,1391180,2015,"08037_2015"
"08037",-1.604,1332131,2010,"08037_2010"
"08037",-1.788,1313338,2005,"08037_2005"
"08037",-1.78,1218817,2000,"08037_2000"
"08037",-1.81,1011786,1995,"08037_1995"
"08019",-1.909,878062,2015,"08019_2015"
"08019",-2.023,819543,2010,"08019_2010"
"08037",-2.041,798499,1990,"08037_1990"
"08019",-2.126,758791,2005,"08019_2005"
"08019",-2.177,671790,2000,"08019_2000"
"08019",-1.963,627662,1995,"08019_1995"
