"muniYear","POB_TOT"
"20276_2013",807
"20313_2013",969
"20461_2013",655
"20049_2013",1032
"20283_2013",1011
"20512_2013",1093
"20402_2013",1011
"20022_2013",831
"20321_2013",844
"20440_2013",977
"20299_2013",1048
"20199_2013",750
"20078_2013",1063
"20290_2013",969
"20101_2013",926
"20463_2013",815
"20542_2013",928
"20168_2013",961
"20018_2013",925
"20371_2013",899
"20514_2013",963
"20121_2013",826
"20268_2013",940
"20008_2013",862
"20004_2013",839
"20331_2013",838
"20335_2013",935
"20282_2013",780
"20155_2013",873
"20432_2013",918
"20355_2013",856
"20209_2013",891
"20086_2013",779
"20322_2013",820
"20122_2013",724
"20186_2013",627
"20204_2013",612
"20114_2013",763
"20422_2013",703
"20404_2013",787
"20238_2013",776
"20316_2013",781
"20506_2013",739
"20140_2013",762
"20411_2013",757
"20228_2013",757
"20373_2013",508
"20215_2013",677
"20370_2013",715
"20096_2013",647
"20320_2013",623
"20224_2013",643
"20423_2013",549
"20035_2013",743
"20419_2013",549
"20138_2013",460
"20120_2013",602
"20311_2013",751
"20218_2013",528
"20416_2013",574
"20538_2013",615
"20443_2013",475
"20246_2013",640
"20100_2013",487
"20093_2013",548
"20172_2013",490
"20464_2013",498
"20288_2013",590
"20074_2013",412
"20196_2013",428
"20287_2013",393
"20383_2013",553
"20536_2013",467
"20552_2013",469
"20099_2013",546
"20119_2013",513
"20444_2013",438
"20524_2013",463
"20354_2013",528
"20376_2013",405
"20223_2013",510
"20493_2013",489
"20181_2013",456
"20471_2013",521
"20332_2013",380
"20430_2013",336
"20408_2013",415
"20147_2013",406
"20151_2013",401
"20503_2013",486
"20054_2013",438
"20476_2013",388
"20556_2013",324
"20191_2013",381
"20442_2013",319
"20267_2013",275
"20521_2013",297
"20129_2013",360
"20106_2013",305
"20479_2013",253
"20281_2013",245
"20256_2013",244
"20341_2013",249
"20518_2013",146
"20047_2013",105
"20488_2013",129
"21114_2013",1365951
"21156_2013",247556
"21132_2013",126618
"21119_2013",67630
"21019_2013",121104
"21140_2013",103997
"21015_2013",70350
"21041_2013",57618
"21071_2013",86455
"21174_2013",83945
"21208_2013",73022
"21197_2013",73375
"21164_2013",65525
"21085_2013",73503
"21154_2013",61860
"21074_2013",55679
"21010_2013",51120
"21001_2013",51736
"21053_2013",51340
"21004_2013",43617
"21207_2013",50345
"21186_2013",48197
"21177_2013",44487
"21115_2013",40427
"21043_2013",45322
"21045_2013",40224
"21110_2013",37463
"21034_2013",30510
"21180_2013",33554
"21199_2013",31402
"21051_2013",36916
"21003_2013",35922
"21054_2013",23216
"21094_2013",26806
"21143_2013",24025
"21104_2013",20484
"21142_2013",24676
"21194_2013",25758
"21179_2013",25881
"21069_2013",28255
"21083_2013",27808
"21076_2013",27891
"21017_2013",19818
"21106_2013",24971
"21172_2013",27246
"21118_2013",21766
"21050_2013",21159
"21149_2013",15472
"21205_2013",20402
"21195_2013",21395
"21116_2013",19698
"21109_2013",19054
"21153_2013",17690
"21090_2013",15720
"21189_2013",18050
"21047_2013",21869
"21013_2013",16880
"21169_2013",18209
"21161_2013",17537
"21217_2013",18388
"21065_2013",15795
"21035_2013",19156
"21048_2013",18727
"21134_2013",16797
"21058_2013",18248
"21183_2013",18319
"21212_2013",19213
"21111_2013",19190
"21099_2013",17903
"21072_2013",17981
"21108_2013",14582
"21188_2013",17727
"21178_2013",17376
"21163_2013",14666
"21067_2013",15032
"21170_2013",15547
"21214_2013",14221
"21064_2013",16575
"21049_2013",13243
"21211_2013",14198
"21124_2013",14278
"21044_2013",14623
"21006_2013",13521
"21078_2013",12219
"21063_2013",14159
"21144_2013",11218
"21117_2013",14833
"21026_2013",13988
"21036_2013",12521
"21145_2013",13543
"21213_2013",14041
"21089_2013",13377
"21086_2013",12957
"21129_2013",11949
"21087_2013",12827
"21075_2013",10728
"21175_2013",11301
"21202_2013",12041
"21157_2013",12534
"21107_2013",12528
"21061_2013",10778
"21102_2013",10872
"21093_2013",9243
"21136_2013",9705
"21022_2013",12265
"21152_2013",11360
"21138_2013",10533
"21167_2013",10203
"21008_2013",9504
"21191_2013",10957
"21091_2013",9557
"21122_2013",9186
"21040_2013",7368
"21038_2013",7196
"21100_2013",9771
"21137_2013",8755
"21112_2013",9828
"21073_2013",9493
"21023_2013",8634
"21039_2013",9057
"21070_2013",7787
"21148_2013",9580
"21002_2013",9309
"21125_2013",7330
"21209_2013",9077
"21166_2013",8950
"21016_2013",8191
"21082_2013",7255
"21128_2013",7042
"21185_2013",8711
"21025_2013",7931
"21176_2013",8418
"21151_2013",7341
"21068_2013",8126
"21204_2013",6874
"21057_2013",7507
"21066_2013",7355
"21046_2013",5896
"21158_2013",7186
"21060_2013",5807
"21150_2013",6838
"21193_2013",6697
"21181_2013",5799
"21020_2013",6107
"21084_2013",6684
"21155_2013",6861
"21168_2013",6515
"21012_2013",6778
"21184_2013",6555
"21098_2013",6309
"21203_2013",5245
"21192_2013",6379
"21147_2013",6322
"21187_2013",6222
"21126_2013",5502
"21103_2013",5508
"21113_2013",5741
"21173_2013",5661
"21077_2013",5145
"21210_2013",5188
"21120_2013",4744
"21079_2013",4626
"21092_2013",5220
"21159_2013",4607
"21027_2013",4888
"21055_2013",4924
"21014_2013",4606
"21182_2013",4262
"21105_2013",4889
"21088_2013",4881
"21215_2013",4563
"21033_2013",4666
"21062_2013",5023
"21123_2013",4241
"21081_2013",4569
"21206_2013",4514
"21127_2013",4082
"21200_2013",3929
"21162_2013",3832
"21042_2013",4063
"21029_2013",3834
"21007_2013",3648
"21101_2013",3430
"21018_2013",3699
"21130_2013",3673
"21141_2013",3662
"21031_2013",3555
"21139_2013",3429
"21160_2013",3559
"21171_2013",2949
"21201_2013",3349
"21005_2013",3143
"21080_2013",2599
"21216_2013",2815
"21096_2013",2500
"21059_2013",2638
"21028_2013",2237
"21009_2013",2450
"21037_2013",2447
"21097_2013",2108
"21056_2013",2078
"21032_2013",1963
"21011_2013",2018
"21196_2013",1615
"21024_2013",1265
"21198_2013",1388
"21021_2013",1372
"21052_2013",1243
"21121_2013",1155
"21165_2013",1261
"21190_2013",1176
"21133_2013",992
"21030_2013",883
"21146_2013",813
"21131_2013",806
"21095_2013",708
"21135_2013",643
"22014_2013",677653
"22016_2013",191330
"22006_2013",86050
"22011_2013",85175
"22017_2013",53358
"22004_2013",54346
"22012_2013",51548
"22005_2013",49019
"22001_2013",54096
"22007_2013",28648
"22008_2013",30468
"22018_2013",22173
"22002_2013",26392
"22009_2013",23557
"22013_2013",17458
"22010_2013",18306
"22003_2013",12899
"22015_2013",7980
"23005_2013",450485
"23004_2013",197526
"23008_2013",75167
"23001_2013",63158
"23002_2013",63551
"23010_2013",NA
"23006_2013",31728
"23009_2013",NA
"23007_2013",21321
"23003_2013",12641
"24028_2013",697066
"24035_2013",196574
"24013_2013",151434
"24037_2013",86550
"24020_2013",81967
"24024_2013",90301
"24021_2013",50397
"24054_2013",49903
"24050_2013",41881
"24003_2013",43508
"24010_2013",31499
"24011_2013",40958
"24016_2013",40845
"24032_2013",38794
"24040_2013",35526
"24049_2013",34025
"24053_2013",33837
"24025_2013",27238
"24057_2013",28771
"24036_2013",28090
"24017_2013",25566
"24055_2013",22829
"24029_2013",22265
"24008_2013",20641
"24058_2013",19695
"24015_2013",20891
"24012_2013",19625
"24022_2013",20035
"24041_2013",18383
"24001_2013",19022
"24007_2013",16513
"24005_2013",18557
"24023_2013",15530
"24046_2013",15453
"24014_2013",16206
"24038_2013",15730
"24018_2013",14577
"24051_2013",14961
"24039_2013",14472
"24056_2013",13603
"24042_2013",13761
"24034_2013",13960
"24045_2013",14201
"24033_2013",12861
"24052_2013",10874
"24047_2013",10309
"24006_2013",9882
"24031_2013",10806
"24027_2013",10546
"24043_2013",9809
"24026_2013",9346
"24002_2013",8852
"24044_2013",7376
"24030_2013",6574
"24019_2013",6324
"24004_2013",4639
"24048_2013",5064
"24009_2013",3659
"25006_2013",769571
"25012_2013",412979
"25001_2013",375924
"25011_2013",282862
"25018_2013",157388
"25010_2013",91115
"25017_2013",85318
"25015_2013",74423
"25009_2013",53348
"25008_2013",56699
"25014_2013",50449
"25013_2013",49756
"25002_2013",45109
"25003_2013",39117
"25007_2013",29370
"25004_2013",27025
"25016_2013",25981
"25005_2013",17016
"26030_2013",655325
"26018_2013",368549
"26043_2013",165660
"26055_2013",151901
"26042_2013",143795
"26029_2013",134858
"26017_2013",71710
"26002_2013",63703
"26033_2013",76993
"26026_2013",57504
"26048_2013",32708
"26025_2013",51112
"26019_2013",33758
"26036_2013",25167
"26003_2013",25062
"26012_2013",21452
"26071_2013",21782
"26070_2013",11822
"26058_2013",13644
"26072_2013",13931
"26041_2013",15091
"26035_2013",10227
"26066_2013",9261
"26004_2013",7505
"26047_2013",9263
"26056_2013",5903
"26027_2013",7816
"26052_2013",6145
"26023_2013",6053
"26039_2013",5248
"26051_2013",5306
"26016_2013",5705
"26069_2013",6048
"26020_2013",4695
"26038_2013",4339
"26014_2013",3566
"26006_2013",3148
"26049_2013",3016
"26045_2013",2690
"26063_2013",1446
"26001_2013",2485
"26060_2013",1627
"26040_2013",2215
"26021_2013",2634
"26067_2013",1835
"26064_2013",1661
"26061_2013",1752
"26059_2013",1513
"26065_2013",1436
"26057_2013",1623
"26050_2013",1497
"26037_2013",1503
"26010_2013",1309
"26005_2013",1419
"26015_2013",1379
"26013_2013",1466
"26068_2013",1534
"26011_2013",1445
"26031_2013",1085
"26008_2013",1236
"26009_2013",956
"26062_2013",1188
"26028_2013",1179
"26034_2013",1001
"26032_2013",922
"26022_2013",941
"26024_2013",765
"26007_2013",688
"26054_2013",301
"26044_2013",527
"26053_2013",423
"26046_2013",362
"27004_2013",541705
"27002_2013",222503
"27005_2013",169132
"27008_2013",163566
"27012_2013",140493
"27006_2013",110238
"27013_2013",89663
"27003_2013",92312
"27014_2013",74500
"27010_2013",70655
"27001_2013",56404
"27017_2013",56195
"27016_2013",48340
"27015_2013",42610
"27009_2013",33826
"27007_2013",27559
"27011_2013",28400
"28032_2013",435738
"28022_2013",433931
"28027_2013",318336
"28041_2013",274696
"28038_2013",305378
"28003_2013",135825
"28009_2013",188880
"28033_2013",108727
"28021_2013",113681
"28040_2013",59138
"28035_2013",56663
"28012_2013",41639
"28039_2013",28203
"28002_2013",27833
"28025_2013",25950
"28016_2013",23667
"28037_2013",24614
"28043_2013",22976
"28019_2013",17141
"28015_2013",16012
"28007_2013",17340
"28013_2013",14444
"28001_2013",13326
"28017_2013",13284
"28029_2013",13829
"28030_2013",13622
"28034_2013",9198
"28004_2013",9439
"28011_2013",8802
"28018_2013",8404
"28006_2013",7769
"28042_2013",6904
"28024_2013",6408
"28005_2013",5073
"28023_2013",5043
"28008_2013",4385
"28014_2013",4344
"28026_2013",3198
"28028_2013",3159
"28020_2013",2773
"28010_2013",2281
"28031_2013",1766
"28036_2013",1059
"29033_2013",75773
"29013_2013",70211
"29005_2013",68801
"29025_2013",57888
"29010_2013",59504
"29006_2013",38922
"29044_2013",33873
"29034_2013",35199
"29018_2013",30415
"29015_2013",31908
"29043_2013",23534
"29031_2013",23457
"29041_2013",23916
"29024_2013",24505
"29023_2013",21776
"29028_2013",18317
"29039_2013",17831
"29036_2013",17253
"29019_2013",15359
"29026_2013",13774
"29048_2013",14670
"29021_2013",15369
"29007_2013",13307
"29004_2013",13724
"29029_2013",9486
"29038_2013",9946
"29032_2013",11319
"29008_2013",11747
"29002_2013",12780
"29030_2013",11694
"29014_2013",13041
"29042_2013",10899
"29027_2013",10686
"29001_2013",8257
"29050_2013",9638
"29017_2013",8941
"29040_2013",7637
"29020_2013",7425
"29037_2013",8376
"29058_2013",7422
"29012_2013",7353
"29056_2013",6308
"29053_2013",5877
"29059_2013",5279
"29016_2013",5988
"29022_2013",4454
"29003_2013",5758
"29045_2013",4902
"29052_2013",4714
"29035_2013",4863
"29054_2013",4659
"29049_2013",4616
"29009_2013",4358
"29060_2013",3418
"29011_2013",4301
"29046_2013",3591
"29057_2013",3781
"29051_2013",3334
"29055_2013",3121
"29047_2013",2513
"30193_2013",485534
"30087_2013",402202
"30039_2013",274461
"30044_2013",188740
"30108_2013",152741
"30131_2013",156045
"30124_2013",171908
"30141_2013",146360
"30189_2013",136164
"30028_2013",138238
"30048_2013",103186
"30118_2013",121515
"30102_2013",125445
"30174_2013",96160
"30160_2013",103061
"30155_2013",95873
"30123_2013",92467
"30175_2013",84637
"30038_2013",76266
"30003_2013",80160
"30061_2013",75542
"30045_2013",54061
"30065_2013",51436
"30105_2013",40677
"30128_2013",56149
"30085_2013",58673
"30068_2013",48955
"30010_2013",55921
"30109_2013",61539
"30183_2013",53939
"30071_2013",49535
"30058_2013",59286
"30047_2013",44806
"30133_2013",51567
"30143_2013",55139
"30173_2013",53510
"30040_2013",43209
"30083_2013",51729
"30011_2013",50053
"30130_2013",48090
"30023_2013",49643
"30032_2013",45973
"30204_2013",45286
"30207_2013",45136
"30014_2013",38452
"30086_2013",35206
"30201_2013",40914
"30004_2013",40717
"30077_2013",39475
"30073_2013",40739
"30030_2013",39628
"30138_2013",40073
"30089_2013",38879
"30094_2013",34406
"30092_2013",30214
"30115_2013",32638
"30181_2013",37094
"30101_2013",30282
"30161_2013",36897
"30149_2013",28761
"30015_2013",32235
"30142_2013",32934
"30026_2013",17890
"30126_2013",31251
"30144_2013",28348
"30125_2013",28030
"30191_2013",28576
"30206_2013",28956
"30211_2013",NA
"30151_2013",25992
"30210_2013",24520
"30091_2013",26716
"30009_2013",27712
"30013_2013",26804
"30069_2013",26697
"30034_2013",25303
"30053_2013",24139
"30148_2013",27656
"30066_2013",24844
"30016_2013",24162
"30127_2013",19416
"30025_2013",20815
"30159_2013",18892
"30121_2013",24374
"30070_2013",18977
"30158_2013",24900
"30169_2013",23841
"30081_2013",13139
"30033_2013",23956
"30208_2013",23837
"30117_2013",22931
"30021_2013",23152
"30100_2013",21027
"30147_2013",17184
"30135_2013",15948
"30080_2013",20825
"30006_2013",18782
"30104_2013",15199
"30051_2013",21536
"30134_2013",19445
"30112_2013",18921
"30205_2013",18648
"30072_2013",18418
"30022_2013",17649
"30062_2013",16320
"30049_2013",19661
"30172_2013",19453
"30097_2013",19838
"30192_2013",19191
"30157_2013",20402
"30043_2013",17715
"30132_2013",14981
"30075_2013",17743
"30095_2013",18642
"30182_2013",12472
"30067_2013",11578
"30129_2013",17660
"30099_2013",15326
"30111_2013",17604
"30196_2013",16632
"30027_2013",16772
"30122_2013",14889
"30188_2013",15506
"30031_2013",14992
"30050_2013",15117
"30060_2013",14822
"30116_2013",14295
"30093_2013",13712
"30164_2013",14984
"30145_2013",12383
"30046_2013",15701
"30059_2013",14669
"30120_2013",12739
"30178_2013",15038
"30024_2013",13988
"30082_2013",13768
"30063_2013",14996
"30209_2013",13166
"30203_2013",13486
"30168_2013",12138
"30167_2013",14214
"30202_2013",12737
"30057_2013",13679
"30152_2013",12691
"30154_2013",13561
"30055_2013",13418
"30078_2013",13389
"30076_2013",12898
"30197_2013",12990
"30200_2013",12945
"30029_2013",11072
"30212_2013",NA
"30054_2013",12213
"30103_2013",10618
"30052_2013",11177
"30035_2013",11884
"30194_2013",8386
"30150_2013",11920
"30110_2013",8963
"30180_2013",11274
"30079_2013",9894
"30177_2013",9474
"30090_2013",10526
"30199_2013",9259
"30170_2013",9207
"30020_2013",8588
"30114_2013",10315
"30036_2013",7786
"30008_2013",8835
"30166_2013",8824
"30001_2013",7836
"30037_2013",7268
"30165_2013",7939
"30136_2013",5806
"30012_2013",7514
"30184_2013",6552
"30198_2013",7244
"30074_2013",5970
"30153_2013",6202
"30186_2013",6149
"30056_2013",6606
"30162_2013",6140
"30019_2013",5666
"30007_2013",5722
"30042_2013",6190
"30084_2013",6087
"30139_2013",5821
"30137_2013",4352
"30156_2013",4976
"30119_2013",5503
"30187_2013",4826
"30163_2013",5582
"30195_2013",4544
"30005_2013",5139
"30171_2013",4638
"30185_2013",4137
"30088_2013",4451
"30176_2013",4832
"30106_2013",3938
"30113_2013",4066
"30017_2013",3601
"30179_2013",3551
"30064_2013",3433
"30146_2013",3186
"30002_2013",2690
"30098_2013",2385
"30140_2013",2313
"30107_2013",2594
"30041_2013",1881
"30190_2013",2215
"30018_2013",1850
"30096_2013",1425
"31050_2013",735989
"31041_2013",44238
"31102_2013",59530
"31096_2013",66433
"31059_2013",51548
"31101_2013",51573
"31079_2013",35768
"31089_2013",34052
"31019_2013",26579
"31052_2013",30575
"31038_2013",26854
"31056_2013",26449
"31040_2013",23439
"31058_2013",21863
"31048_2013",19276
"31033_2013",17431
"31093_2013",15605
"31076_2013",15118
"31002_2013",13569
"31032_2013",12908
"31085_2013",12620
"31104_2013",13457
"31098_2013",12989
"31053_2013",11663
"31091_2013",9792
"31003_2013",9922
"31013_2013",8579
"31080_2013",8642
"31067_2013",8513
"31069_2013",7876
"31006_2013",8096
"31021_2013",6766
"31027_2013",7902
"31011_2013",6586
"31057_2013",8008
"31036_2013",6318
"31090_2013",6152
"31007_2013",6512
"31084_2013",6615
"31044_2013",5840
"31092_2013",5520
"31055_2013",5529
"31075_2013",5027
"31001_2013",5302
"31029_2013",5981
"31034_2013",5327
"31035_2013",5636
"31004_2013",5154
"31047_2013",4867
"31042_2013",5104
"31095_2013",4850
"31025_2013",4530
"31037_2013",4422
"31015_2013",4500
"31087_2013",4410
"31063_2013",4412
"31073_2013",3471
"31009_2013",4672
"31062_2013",4025
"31094_2013",4046
"31023_2013",4143
"31017_2013",4080
"31020_2013",3681
"31022_2013",3513
"31008_2013",3857
"31039_2013",3362
"31099_2013",3104
"31066_2013",3605
"31078_2013",3954
"31070_2013",3867
"31012_2013",3547
"31074_2013",3524
"31030_2013",3552
"31082_2013",3383
"31049_2013",2676
"31097_2013",3563
"31100_2013",3015
"31026_2013",3243
"31061_2013",3095
"31103_2013",2951
"31024_2013",2955
"31051_2013",2760
"31081_2013",2719
"31046_2013",2898
"31018_2013",2865
"31068_2013",3017
"31043_2013",2419
"31105_2013",2489
"31016_2013",2467
"31031_2013",2626
"31054_2013",2582
"31028_2013",2576
"31077_2013",2315
"31010_2013",2143
"31045_2013",2219
"31086_2013",2073
"31106_2013",2119
"31005_2013",2053
"31088_2013",1890
"31072_2013",1779
"31065_2013",1901
"31083_2013",1623
"31071_2013",1538
"31064_2013",1484
"31014_2013",1302
"31060_2013",1006
"32010_2013",192233
"32017_2013",120119
"32056_2013",128139
"32038_2013",66228
"32042_2013",62402
"32039_2013",60001
"32020_2013",55616
"32024_2013",42385
"32005_2013",34369
"32036_2013",39736
"32049_2013",34594
"32055_2013",32691
"32051_2013",32641
"32034_2013",29167
"32048_2013",24086
"32014_2013",23008
"32019_2013",23789
"32029_2013",22552
"32016_2013",22178
"32040_2013",21203
"32026_2013",17645
"32022_2013",20094
"32057_2013",14197
"32054_2013",16083
"32052_2013",14668
"32037_2013",14365
"32035_2013",14471
"32044_2013",15577
"32009_2013",12494
"32023_2013",12880
"32007_2013",11805
"32025_2013",12001
"32053_2013",11983
"32008_2013",11188
"32032_2013",10187
"32031_2013",9832
"32046_2013",8432
"32047_2013",9045
"32050_2013",7432
"32045_2013",9385
"32006_2013",8617
"32012_2013",8022
"32001_2013",7210
"32033_2013",5229
"32013_2013",5723
"32018_2013",5090
"32021_2013",5020
"32002_2013",4815
"32004_2013",4135
"32003_2013",3006
"32011_2013",3455
"32041_2013",2922
"32027_2013",2886
"32028_2013",2934
"32030_2013",2829
"32015_2013",1658
"32058_2013",NA
"32043_2013",1328
"01001_2014",694701
"01005_2014",74607
"01003_2014",52735
"01007_2014",44819
"01006_2014",37286
"01002_2014",38407
"01011_2014",24733
"01009_2014",17347
"01010_2014",16243
"01004_2014",12977
"01008_2014",7553
"02004_2014",1261415
"02002_2014",798106
"02001_2014",383273
"02003_2014",78611
"02005_2014",66792
"03008_2014",122538
"03003_2014",209836
"03001_2014",65122
"03002_2014",46646
"03009_2014",13024
"04002_2014",232845
"04003_2014",188818
"04004_2014",75423
"04009_2014",53799
"04001_2014",49469
"04011_2014",39633
"04006_2014",32740
"04005_2014",26925
"04010_2014",24170
"04008_2014",9035
"04007_2014",8896
"05030_2014",630033
"05035_2014",555618
"05018_2014",204355
"05025_2014",135318
"05002_2014",117576
"05017_2014",93257
"05033_2014",90739
"05027_2014",47036
"05010_2014",70639
"05020_2014",64471
"05028_2014",54213
"05009_2014",48235
"05024_2014",42879
"05032_2014",41354
"05022_2014",24828
"05006_2014",24032
"05031_2014",21081
"05004_2014",19872
"05003_2014",20927
"05036_2014",19133
"05007_2014",12551
"05023_2014",12646
"05038_2014",13105
"05011_2014",11923
"05014_2014",9964
"05034_2014",6482
"05019_2014",7539
"05021_2014",6155
"05037_2014",6208
"05026_2014",3467
"05008_2014",2918
"05012_2014",1735
"05029_2014",2038
"05016_2014",1733
"05005_2014",1611
"05013_2014",1259
"05015_2014",1590
"05001_2014",1079
"06007_2014",139288
"06002_2014",132619
"06010_2014",89754
"06009_2014",106597
"06005_2014",29186
"06001_2014",29292
"06003_2014",19870
"06004_2014",19383
"06008_2014",9132
"06006_2014",5665
"07101_2014",462371
"07089_2014",290307
"07059_2014",158393
"07078_2014",145747
"07019_2014",112569
"07031_2014",86674
"07052_2014",93374
"07065_2014",90912
"07108_2014",90264
"07027_2014",67795
"07061_2014",72029
"07097_2014",81820
"07023_2014",65298
"07017_2014",68137
"07107_2014",72004
"07096_2014",62107
"07099_2014",62393
"07034_2014",56132
"07057_2014",62527
"07106_2014",55346
"07077_2014",53522
"07040_2014",50708
"07069_2014",49516
"07012_2014",33181
"07064_2014",41191
"07051_2014",41889
"07020_2014",41438
"07015_2014",40299
"07074_2014",37783
"07041_2014",34492
"07081_2014",34100
"07093_2014",35334
"07094_2014",30149
"07102_2014",36336
"07092_2014",38577
"07111_2014",32733
"07009_2014",38044
"07026_2014",29452
"07079_2014",30298
"07046_2014",35888
"07087_2014",32807
"07080_2014",30432
"07109_2014",28349
"07037_2014",32642
"07013_2014",25271
"07112_2014",23942
"07030_2014",27023
"07100_2014",28602
"07004_2014",23699
"07072_2014",24948
"07032_2014",29366
"07103_2014",25535
"07002_2014",26435
"07068_2014",30372
"07006_2014",26928
"07054_2014",25993
"07071_2014",27516
"07008_2014",22849
"07003_2014",25736
"07075_2014",22887
"07044_2014",20137
"07076_2014",22313
"07086_2014",17680
"07049_2014",18802
"07038_2014",20084
"07039_2014",20492
"07014_2014",17556
"07066_2014",17154
"07021_2014",19846
"07005_2014",17405
"07048_2014",20060
"07047_2014",14142
"07114_2014",16351
"07011_2014",18853
"07083_2014",16165
"07062_2014",17868
"07001_2014",15039
"07016_2014",15654
"07022_2014",14161
"07105_2014",14923
"07104_2014",12807
"07035_2014",12109
"07070_2014",12286
"07082_2014",8797
"07115_2014",12296
"07091_2014",10834
"07060_2014",9662
"07024_2014",8322
"07067_2014",9355
"07056_2014",8008
"07116_2014",9669
"07042_2014",9634
"07043_2014",9569
"07085_2014",8378
"07007_2014",7262
"07073_2014",7219
"07018_2014",7736
"07084_2014",7797
"07053_2014",7162
"07117_2014",5542
"07025_2014",7201
"07010_2014",6583
"07033_2014",5492
"07098_2014",6133
"07036_2014",5827
"07110_2014",5986
"07113_2014",4548
"07028_2014",5622
"07055_2014",5328
"07045_2014",4642
"07050_2014",5238
"07118_2014",3791
"07029_2014",4333
"07058_2014",3103
"07090_2014",3438
"07063_2014",3059
"07119_2014",2406
"07088_2014",1969
"08037_2014",1261850
"08019_2014",709899
"08017_2014",133208
"08021_2014",123204
"08032_2014",102662
"08050_2014",57358
"08029_2014",50248
"08011_2014",47965
"08027_2014",37881
"08045_2014",40688
"08036_2014",39504
"08031_2014",38665
"08040_2014",33708
"08062_2014",29785
"08048_2014",23952
"08009_2014",27240
"08052_2014",25582
"08005_2014",22662
"08002_2014",21069
"08010_2014",20812
"08065_2014",18043
"08007_2014",16123
"08055_2014",15048
"08004_2014",7178
"08060_2014",11858
"08008_2014",10347
"08001_2014",12816
"08013_2014",10638
"08035_2014",10230
"08030_2014",6920
"08054_2014",9977
"08025_2014",9097
"08028_2014",8529
"08012_2014",8052
"08059_2014",6391
"08046_2014",8982
"08003_2014",8838
"08034_2014",7804
"08063_2014",7181
"08053_2014",9911
"08066_2014",6531
"08020_2014",6158
"08006_2014",6526
"08051_2014",7294
"08067_2014",5387
"08018_2014",5072
"08061_2014",4409
"08023_2014",3944
"08038_2014",4739
"08022_2014",3401
"08026_2014",3139
"08047_2014",5084
"08044_2014",4328
"08024_2014",4915
"08039_2014",4065
"08043_2014",3102
"08016_2014",3685
"08049_2014",2716
"08058_2014",2445
"08057_2014",2205
"08056_2014",2373
"08014_2014",2059
"08042_2014",1571
"08064_2014",2015
"08015_2014",1710
"08041_2014",1545
"08033_2014",1082
"09007_2014",1782776
"09005_2014",1217759
"09010_2014",704314
"09012_2014",600690
"09003_2014",630546
"09015_2014",516816
"09017_2014",459612
"09002_2014",428586
"09006_2014",416469
"09014_2014",384211
"09013_2014",370447
"09016_2014",346232
"09011_2014",303683
"09008_2014",225609
"09004_2014",159495
"09009_2014",101104
"10005_2014",539879
"10007_2014",282808
"10012_2014",120193
"10023_2014",46138
"10032_2014",46219
"10014_2014",31331
"10004_2014",34163
"10008_2014",33006
"10001_2014",32442
"10039_2014",26926
"10034_2014",27424
"10036_2014",20383
"10013_2014",23334
"10022_2014",24583
"10026_2014",21632
"10038_2014",20370
"10016_2014",18974
"10035_2014",13240
"10018_2014",12399
"10020_2014",13165
"10028_2014",13024
"10015_2014",12904
"10024_2014",13092
"10017_2014",10106
"10006_2014",10226
"10009_2014",10540
"10021_2014",10848
"10037_2014",9348
"10011_2014",5687
"10031_2014",7037
"10027_2014",6208
"10033_2014",6966
"10025_2014",3925
"10010_2014",4245
"10003_2014",4441
"10019_2014",5231
"10002_2014",4760
"10030_2014",1670
"10029_2014",1991
"11020_2014",1223824
"11017_2014",469753
"11007_2014",399762
"11027_2014",235333
"11037_2014",144518
"11015_2014",149380
"11003_2014",142546
"11014_2014",131731
"11023_2014",144914
"11042_2014",132017
"11033_2014",100306
"11031_2014",104412
"11030_2014",99726
"11002_2014",113225
"11028_2014",97150
"11011_2014",86882
"11005_2014",73395
"11001_2014",84050
"11035_2014",68010
"11009_2014",70946
"11025_2014",50421
"11032_2014",58483
"11046_2014",72969
"11004_2014",59637
"11041_2014",55385
"11026_2014",54171
"11044_2014",47938
"11019_2014",53757
"11021_2014",47904
"11029_2014",35961
"11008_2014",39695
"11039_2014",36313
"11018_2014",33068
"11012_2014",26366
"11013_2014",20553
"11022_2014",21607
"11016_2014",20875
"11043_2014",18012
"11040_2014",15014
"11038_2014",12070
"11010_2014",10613
"11024_2014",10918
"11045_2014",11385
"11036_2014",7283
"11006_2014",4838
"11034_2014",4633
"12001_2014",737604
"12029_2014",212744
"12035_2014",131879
"12028_2014",108991
"12038_2014",99801
"12055_2014",103594
"12066_2014",61007
"12021_2014",71191
"12012_2014",60259
"12046_2014",54477
"12057_2014",62253
"12011_2014",60983
"12058_2014",56827
"12075_2014",43607
"12053_2014",49543
"12048_2014",45737
"12056_2014",45254
"12022_2014",43459
"12052_2014",37722
"12061_2014",35351
"12003_2014",41206
"12034_2014",35462
"12050_2014",35084
"12032_2014",36211
"12076_2014",27272
"12051_2014",33436
"12059_2014",31749
"12041_2014",31081
"12007_2014",32184
"12013_2014",33181
"12043_2014",30645
"12027_2014",24546
"12054_2014",28857
"12071_2014",23266
"12068_2014",28236
"12023_2014",26699
"12010_2014",21971
"12002_2014",20515
"12040_2014",24101
"12045_2014",23200
"12039_2014",22373
"12073_2014",22953
"12072_2014",10818
"12062_2014",16554
"12074_2014",17443
"12067_2014",22823
"12030_2014",19573
"12020_2014",16640
